sale_date,drug_name,territory_id,units_sold,unit_price,revenue
2024-06-03,Rituxan,TER-16,41,5401.89,221477.49
2024-06-03,Januvia,TER-10,39,635.14,24770.46
2024-06-03,Neulasta,TER-07,26,3727.72,96920.72
2024-06-04,Nexium,TER-10,57,272.75,15546.75
2024-06-04,Nexium,TER-20,29,274.83,7970.07
2024-06-04,Advair,TER-18,2,668.13,1336.26
2024-06-04,Nexium,TER-15,21,264.17,5547.57
2024-06-04,Gleevec,TER-05,19,4349.41,82638.79
2024-06-04,Humira,TER-15,32,3068.28,98184.96
2024-06-04,Humira,TER-05,17,3502.71,59546.07
2024-06-04,Rituxan,TER-19,36,5320.47,191536.92
2024-06-04,Crestor,TER-19,8,383.93,3071.44
2024-06-04,Lantus,TER-17,21,917.89,19275.69
2024-06-04,Lantus,TER-17,6,927.18,5563.08
2024-06-04,Remicade,TER-16,1,2407.89,2407.89
2024-06-04,Opdivo,TER-03,8,7617.02,60936.16
2024-06-04,Opdivo,TER-11,1,6629.69,6629.69
2024-06-04,Neulasta,TER-04,1,3893.05,3893.05
2024-06-04,Lyrica,TER-02,18,400.73,7213.14
2024-06-04,Revlimid,TER-10,15,6851.66,102774.9
2024-06-04,Opdivo,TER-12,7,7348.4,51438.8
2024-06-04,Herceptin,TER-06,2,6306.59,12613.18
2024-06-04,Lipitor,TER-14,6,347.46,2084.76
2024-06-04,Rituxan,TER-17,8,4981.86,39854.88
2024-06-04,Lipitor,TER-15,5,359.79,1798.95
2024-06-04,Copaxone,TER-01,33,1271.96,41974.68
2024-06-04,Copaxone,TER-17,73,1201.13,87682.49
2024-06-04,Keytruda,TER-06,6,8719.0,52314.0
2024-06-04,Copaxone,TER-02,38,1235.32,46942.16
2024-06-04,Revlimid,TER-06,4,6956.78,27827.12
2024-06-04,Revlimid,TER-01,32,7011.88,224380.16
2024-06-04,Lyrica,TER-20,17,429.94,7308.98
2024-06-04,Crestor,TER-01,50,432.6,21630.0
2024-06-04,Crestor,TER-14,68,409.78,27865.04
2024-06-04,Januvia,TER-20,2,592.43,1184.86
2024-06-04,Revlimid,TER-20,6,6118.74,36712.44
2024-06-04,Keytruda,TER-14,7,7746.31,54224.17
2024-06-04,Rituxan,TER-13,26,5337.61,138777.86
2024-06-04,Advair,TER-02,156,683.35,106602.6
2024-06-04,Crestor,TER-06,113,430.2,48612.6
2024-06-04,Remicade,TER-11,9,2478.85,22309.65
2024-06-04,Tecfidera,TER-13,35,1791.68,62708.8
2024-06-04,Neulasta,TER-12,4,3742.96,14971.84
2024-06-05,Copaxone,TER-01,14,1283.51,17969.14
2024-06-05,Rituxan,TER-04,54,5498.57,296922.78
2024-06-05,Herceptin,TER-18,16,6919.61,110713.76
2024-06-05,Advair,TER-20,6,646.85,3881.1
2024-06-05,Januvia,TER-09,27,585.0,15795.0
2024-06-05,Januvia,TER-09,72,574.22,41343.84
2024-06-05,Lyrica,TER-02,101,424.78,42902.78
2024-06-05,Lyrica,TER-10,32,457.45,14638.4
2024-06-05,Herceptin,TER-09,7,6821.52,47750.64
2024-06-05,Lipitor,TER-08,1,372.39,372.39
2024-06-05,Remicade,TER-13,38,2540.39,96534.82
2024-06-05,Rituxan,TER-15,2,5345.51,10691.02
2024-06-05,Gleevec,TER-19,1,4098.08,4098.08
2024-06-05,Lyrica,TER-09,9,430.77,3876.93
2024-06-05,Opdivo,TER-16,10,6701.6,67016.0
2024-06-05,Copaxone,TER-19,24,1347.07,32329.68
2024-06-05,Keytruda,TER-15,24,7915.75,189978.0
2024-06-05,Keytruda,TER-01,23,8280.82,190458.86
2024-06-05,Lantus,TER-05,24,865.38,20769.12
2024-06-05,Humira,TER-19,3,3531.99,10595.97
2024-06-05,Lipitor,TER-07,6,329.99,1979.94
2024-06-05,Keytruda,TER-20,13,8200.53,106606.89
2024-06-05,Humira,TER-02,10,3220.97,32209.7
2024-06-05,Lyrica,TER-20,48,428.87,20585.76
2024-06-05,Rituxan,TER-12,23,5425.55,124787.65
2024-06-05,Avastin,TER-10,18,5852.16,105338.88
2024-06-05,Lantus,TER-17,93,940.35,87452.55
2024-06-05,Opdivo,TER-05,1,7785.65,7785.65
2024-06-05,Opdivo,TER-04,5,6794.77,33973.85
2024-06-05,Advair,TER-09,60,674.11,40446.6
2024-06-05,Januvia,TER-20,41,566.17,23212.97
2024-06-05,Remicade,TER-18,13,2483.59,32286.67
2024-06-05,Lipitor,TER-01,13,374.74,4871.62
2024-06-05,Crestor,TER-13,15,401.79,6026.85
2024-06-05,Neulasta,TER-13,12,3557.57,42690.84
2024-06-05,Copaxone,TER-18,1,1162.55,1162.55
2024-06-05,Rituxan,TER-12,9,4593.22,41338.98
2024-06-05,Januvia,TER-05,27,552.42,14915.34
2024-06-05,Advair,TER-03,35,606.9,21241.5
2024-06-05,Crestor,TER-08,5,400.97,2004.85
2024-06-05,Gleevec,TER-15,9,3955.12,35596.08
2024-06-06,Copaxone,TER-09,24,1118.61,26846.64
2024-06-06,Lyrica,TER-18,64,447.78,28657.92
2024-06-06,Rituxan,TER-03,54,5656.46,305448.84
2024-06-06,Avastin,TER-13,4,5681.61,22726.44
2024-06-06,Gleevec,TER-18,1,4215.28,4215.28
2024-06-06,Enbrel,TER-09,38,2940.23,111728.74
2024-06-06,Neulasta,TER-01,48,3601.95,172893.6
2024-06-06,Januvia,TER-20,44,541.53,23827.32
2024-06-06,Rituxan,TER-14,10,5029.0,50290.0
2024-06-06,Rituxan,TER-10,34,5304.89,180366.26
2024-06-06,Herceptin,TER-20,14,7013.06,98182.84
2024-06-06,Remicade,TER-01,1,2484.77,2484.77
2024-06-06,Nexium,TER-10,23,270.46,6220.58
2024-06-06,Opdivo,TER-17,12,7293.85,87526.2
2024-06-06,Lyrica,TER-10,126,424.43,53478.18
2024-06-06,Neulasta,TER-02,8,3801.12,30408.96
2024-06-06,Herceptin,TER-13,5,6042.85,30214.25
2024-06-06,Neulasta,TER-02,17,3980.38,67666.46
2024-06-06,Enbrel,TER-17,1,2758.95,2758.95
2024-06-06,Lyrica,TER-07,21,440.69,9254.49
2024-06-06,Advair,TER-05,40,692.35,27694.0
2024-06-06,Revlimid,TER-10,12,6701.86,80422.32
2024-06-06,Rituxan,TER-05,7,4914.3,34400.1
2024-06-06,Nexium,TER-12,38,324.58,12334.04
2024-06-06,Tecfidera,TER-09,20,1759.67,35193.4
2024-06-06,Avastin,TER-03,1,5548.92,5548.92
2024-06-06,Herceptin,TER-16,31,6321.37,195962.47
2024-06-06,Avastin,TER-18,3,5601.87,16805.61
2024-06-06,Gleevec,TER-15,1,4947.3,4947.3
2024-06-06,Enbrel,TER-05,48,2952.98,141743.04
2024-06-06,Advair,TER-16,36,615.84,22170.24
2024-06-06,Gleevec,TER-20,1,4941.0,4941.0
2024-06-06,Revlimid,TER-12,1,6645.29,6645.29
2024-06-06,Januvia,TER-05,66,563.39,37183.74
2024-06-06,Januvia,TER-05,110,592.09,65129.9
2024-06-06,Lyrica,TER-14,41,420.2,17228.2
2024-06-06,Avastin,TER-18,7,5795.59,40569.13
2024-06-06,Copaxone,TER-08,16,1146.18,18338.88
2024-06-06,Januvia,TER-04,283,563.58,159493.14
2024-06-06,Rituxan,TER-20,5,5220.75,26103.75
2024-06-06,Humira,TER-12,26,3273.91,85121.66
2024-06-06,Avastin,TER-08,19,6424.57,122066.83
2024-06-06,Tecfidera,TER-08,65,1685.78,109575.7
2024-06-07,Revlimid,TER-18,1,6724.03,6724.03
2024-06-07,Neulasta,TER-10,20,4108.56,82171.2
2024-06-07,Herceptin,TER-19,5,6361.13,31805.65
2024-06-07,Crestor,TER-01,64,433.67,27754.88
2024-06-07,Januvia,TER-05,4,498.9,1995.6
2024-06-07,Advair,TER-01,91,668.09,60796.19
2024-06-07,Lantus,TER-08,67,1003.6,67241.2
2024-06-07,Herceptin,TER-14,1,6143.35,6143.35
2024-06-07,Lipitor,TER-16,47,353.61,16619.67
2024-06-07,Lipitor,TER-02,28,368.65,10322.2
2024-06-07,Nexium,TER-17,174,265.44,46186.56
2024-06-07,Remicade,TER-01,33,2853.13,94153.29
2024-06-07,Nexium,TER-04,9,277.71,2499.39
2024-06-07,Gleevec,TER-18,14,4568.55,63959.7
2024-06-07,Revlimid,TER-12,5,7213.95,36069.75
2024-06-07,Avastin,TER-03,35,6054.78,211917.3
2024-06-07,Avastin,TER-06,18,5766.0,103788.0
2024-06-07,Copaxone,TER-14,41,1220.92,50057.72
2024-06-07,Lipitor,TER-19,1,365.47,365.47
2024-06-07,Revlimid,TER-19,3,6499.46,19498.38
2024-06-07,Humira,TER-05,21,3378.69,70952.49
2024-06-07,Revlimid,TER-06,8,6596.94,52775.52
2024-06-07,Humira,TER-01,53,3271.87,173409.11
2024-06-07,Gleevec,TER-17,10,5003.3,50033.0
2024-06-07,Nexium,TER-15,16,262.15,4194.4
2024-06-07,Januvia,TER-16,2,553.61,1107.22
2024-06-07,Remicade,TER-03,29,2476.38,71815.02
2024-06-07,Gleevec,TER-01,43,4445.75,191167.25
2024-06-07,Remicade,TER-07,35,2699.76,94491.6
2024-06-07,Humira,TER-04,27,3175.38,85735.26
2024-06-07,Herceptin,TER-19,4,5965.66,23862.64
2024-06-07,Crestor,TER-19,43,439.7,18907.1
2024-06-08,Remicade,TER-03,33,2420.25,79868.25
2024-06-08,Herceptin,TER-15,8,6270.29,50162.32
2024-06-08,Enbrel,TER-02,7,2804.0,19628.0
2024-06-08,Gleevec,TER-19,11,4705.72,51762.92
2024-06-08,Tecfidera,TER-17,10,1703.9,17039.0
2024-06-08,Tecfidera,TER-08,3,1753.57,5260.71
2024-06-08,Herceptin,TER-01,4,6107.86,24431.44
2024-06-08,Neulasta,TER-05,16,3812.52,61000.32
2024-06-08,Avastin,TER-09,17,5826.28,99046.76
2024-06-08,Revlimid,TER-02,22,7122.6,156697.2
2024-06-08,Neulasta,TER-13,17,3959.85,67317.45
2024-06-08,Crestor,TER-10,119,362.66,43156.54
2024-06-08,Tecfidera,TER-18,53,1818.27,96368.31
2024-06-08,Remicade,TER-09,27,2299.28,62080.56
2024-06-08,Lipitor,TER-18,53,343.26,18192.78
2024-06-08,Opdivo,TER-10,13,7816.14,101609.82
2024-06-08,Januvia,TER-16,84,553.35,46481.4
2024-06-08,Januvia,TER-14,138,590.56,81497.28
2024-06-08,Januvia,TER-01,320,592.9,189728.0
2024-06-08,Nexium,TER-08,236,260.1,61383.6
2024-06-08,Revlimid,TER-08,1,6651.1,6651.1
2024-06-08,Lyrica,TER-08,82,497.78,40817.96
2024-06-08,Gleevec,TER-17,5,4588.66,22943.3
2024-06-08,Humira,TER-09,15,3394.08,50911.2
2024-06-08,Nexium,TER-05,11,296.51,3261.61
2024-06-08,Nexium,TER-05,40,252.69,10107.6
2024-06-08,Revlimid,TER-15,4,6499.25,25997.0
2024-06-08,Crestor,TER-16,16,488.56,7816.96
2024-06-08,Keytruda,TER-03,24,7948.21,190757.04
2024-06-08,Crestor,TER-19,53,477.66,25315.98
2024-06-08,Rituxan,TER-09,19,5272.66,100180.54
2024-06-08,Keytruda,TER-03,4,8131.0,32524.0
2024-06-09,Remicade,TER-02,66,2547.23,168117.18
2024-06-09,Januvia,TER-14,17,631.09,10728.53
2024-06-09,Advair,TER-18,45,686.83,30907.35
2024-06-09,Remicade,TER-10,19,2521.87,47915.53
2024-06-09,Keytruda,TER-05,1,9151.55,9151.55
2024-06-09,Tecfidera,TER-14,2,1920.14,3840.28
2024-06-09,Copaxone,TER-07,31,1125.42,34888.02
2024-06-09,Humira,TER-06,24,3263.46,78323.04
2024-06-09,Gleevec,TER-06,16,4766.43,76262.88
2024-06-09,Gleevec,TER-14,3,4661.27,13983.81
2024-06-09,Humira,TER-01,4,3045.8,12183.2
2024-06-09,Nexium,TER-04,110,291.32,32045.2
2024-06-09,Revlimid,TER-16,4,6514.03,26056.12
2024-06-09,Revlimid,TER-19,8,6809.92,54479.36
2024-06-09,Humira,TER-13,1,3054.61,3054.61
2024-06-09,Gleevec,TER-18,4,4094.32,16377.28
2024-06-09,Tecfidera,TER-20,33,1828.43,60338.19
2024-06-09,Tecfidera,TER-02,20,1550.72,31014.4
2024-06-09,Remicade,TER-12,43,2429.27,104458.61
2024-06-09,Gleevec,TER-05,3,4802.77,14408.31
2024-06-09,Avastin,TER-19,5,5938.78,29693.9
2024-06-09,Januvia,TER-11,133,620.37,82509.21
2024-06-09,Avastin,TER-07,9,5750.02,51750.18
2024-06-09,Neulasta,TER-18,11,4193.98,46133.78
2024-06-09,Neulasta,TER-18,13,3963.63,51527.19
2024-06-09,Tecfidera,TER-03,3,1717.06,5151.18
2024-06-09,Crestor,TER-17,24,403.66,9687.84
2024-06-09,Lipitor,TER-06,197,352.93,69527.21
2024-06-09,Remicade,TER-11,58,2478.26,143739.08
2024-06-09,Lipitor,TER-04,50,364.74,18237.0
2024-06-09,Enbrel,TER-02,50,2885.55,144277.5
2024-06-09,Remicade,TER-08,1,2334.04,2334.04
2024-06-09,Rituxan,TER-05,11,5424.01,59664.11
2024-06-10,Remicade,TER-17,50,2531.81,126590.5
2024-06-10,Lipitor,TER-14,56,352.35,19731.6
2024-06-10,Lyrica,TER-04,210,448.15,94111.5
2024-06-10,Advair,TER-16,56,696.39,38997.84
2024-06-10,Advair,TER-17,7,663.61,4645.27
2024-06-10,Copaxone,TER-03,37,1142.83,42284.71
2024-06-10,Neulasta,TER-07,9,3697.76,33279.84
2024-06-10,Nexium,TER-06,18,282.92,5092.56
2024-06-10,Neulasta,TER-11,48,4102.08,196899.84
2024-06-10,Avastin,TER-16,30,5616.13,168483.9
2024-06-10,Enbrel,TER-14,23,2941.99,67665.77
2024-06-10,Lantus,TER-03,27,926.43,25013.61
2024-06-10,Copaxone,TER-03,10,1240.06,12400.6
2024-06-10,Herceptin,TER-09,5,6082.11,30410.55
2024-06-10,Opdivo,TER-04,10,7295.13,72951.3
2024-06-10,Lantus,TER-10,112,959.38,107450.56
2024-06-10,Revlimid,TER-01,21,6960.11,146162.31
2024-06-10,Opdivo,TER-19,8,7022.17,56177.36
2024-06-10,Lantus,TER-04,26,972.2,25277.2
2024-06-10,Avastin,TER-14,10,5590.66,55906.6
2024-06-10,Neulasta,TER-12,1,3741.12,3741.12
2024-06-11,Enbrel,TER-12,50,2936.61,146830.5
2024-06-11,Remicade,TER-14,58,2374.52,137722.16
2024-06-11,Remicade,TER-05,14,2481.45,34740.3
2024-06-11,Gleevec,TER-05,15,4633.95,69509.25
2024-06-11,Neulasta,TER-04,13,3688.04,47944.52
2024-06-11,Lyrica,TER-06,36,407.8,14680.8
2024-06-11,Lantus,TER-09,18,973.77,17527.86
2024-06-11,Januvia,TER-07,2,618.61,1237.22
2024-06-11,Nexium,TER-12,53,249.66,13231.98
2024-06-11,Lyrica,TER-01,14,464.61,6504.54
2024-06-11,Enbrel,TER-11,30,2683.03,80490.9
2024-06-11,Januvia,TER-18,19,632.84,12023.96
2024-06-11,Herceptin,TER-18,1,6731.09,6731.09
2024-06-11,Crestor,TER-20,13,405.33,5269.29
2024-06-11,Copaxone,TER-11,60,1148.83,68929.8
2024-06-11,Enbrel,TER-18,16,2859.55,45752.8
2024-06-11,Humira,TER-18,10,3301.56,33015.6
2024-06-11,Copaxone,TER-15,44,1172.55,51592.2
2024-06-11,Advair,TER-03,92,641.36,59005.12
2024-06-11,Revlimid,TER-02,13,7055.42,91720.46
2024-06-11,Copaxone,TER-04,77,1272.37,97972.49
2024-06-11,Copaxone,TER-18,80,1267.07,101365.6
2024-06-11,Enbrel,TER-11,8,2658.83,21270.64
2024-06-11,Neulasta,TER-03,15,3830.46,57456.9
2024-06-11,Crestor,TER-13,22,450.52,9911.44
2024-06-11,Copaxone,TER-10,61,1135.35,69256.35
2024-06-11,Neulasta,TER-18,11,4136.23,45498.53
2024-06-11,Opdivo,TER-13,1,6926.68,6926.68
2024-06-11,Lyrica,TER-17,57,416.53,23742.21
2024-06-11,Lipitor,TER-13,169,316.25,53446.25
2024-06-11,Herceptin,TER-02,12,6608.18,79298.16
2024-06-12,Revlimid,TER-03,1,6629.89,6629.89
2024-06-12,Herceptin,TER-03,19,6674.67,126818.73
2024-06-12,Opdivo,TER-08,2,6523.05,13046.1
2024-06-12,Lantus,TER-16,90,923.02,83071.8
2024-06-12,Herceptin,TER-15,2,6481.35,12962.7
2024-06-12,Lantus,TER-11,163,873.44,142370.72
2024-06-12,Lantus,TER-13,60,916.07,54964.2
2024-06-12,Opdivo,TER-09,38,6983.84,265385.92
2024-06-12,Tecfidera,TER-19,7,1675.85,11730.95
2024-06-12,Nexium,TER-13,33,282.0,9306.0
2024-06-12,Enbrel,TER-19,16,2762.54,44200.64
2024-06-12,Enbrel,TER-08,44,2811.93,123724.92
2024-06-12,Copaxone,TER-11,21,1394.49,29284.29
2024-06-12,Remicade,TER-12,27,2421.72,65386.44
2024-06-12,Lipitor,TER-01,138,372.35,51384.3
2024-06-12,Enbrel,TER-02,2,2899.29,5798.58
2024-06-12,Opdivo,TER-14,32,7199.89,230396.48
2024-06-12,Crestor,TER-02,72,411.15,29602.8
2024-06-12,Enbrel,TER-04,1,3071.07,3071.07
2024-06-12,Tecfidera,TER-09,8,1891.72,15133.76
2024-06-12,Humira,TER-19,15,3222.34,48335.1
2024-06-12,Humira,TER-13,3,3334.86,10004.58
2024-06-12,Neulasta,TER-10,8,3884.65,31077.2
2024-06-12,Gleevec,TER-05,4,4854.07,19416.28
2024-06-12,Tecfidera,TER-10,69,1705.2,117658.8
2024-06-12,Herceptin,TER-04,15,6854.79,102821.85
2024-06-12,Remicade,TER-05,9,2373.56,21362.04
2024-06-12,Avastin,TER-19,5,6029.72,30148.6
2024-06-13,Tecfidera,TER-03,27,1639.24,44259.48
2024-06-13,Crestor,TER-05,197,418.68,82479.96
2024-06-13,Opdivo,TER-20,16,7026.41,112422.56
2024-06-13,Gleevec,TER-14,21,4699.94,98698.74
2024-06-13,Lantus,TER-07,137,863.05,118237.85
2024-06-13,Humira,TER-16,7,3282.05,22974.35
2024-06-13,Januvia,TER-08,18,610.61,10990.98
2024-06-13,Enbrel,TER-03,28,2778.14,77787.92
2024-06-13,Crestor,TER-14,17,426.51,7250.67
2024-06-13,Lantus,TER-12,96,920.5,88368.0
2024-06-13,Herceptin,TER-02,12,6026.48,72317.76
2024-06-13,Tecfidera,TER-04,4,1940.21,7760.84
2024-06-13,Lyrica,TER-20,78,481.33,37543.74
2024-06-13,Tecfidera,TER-01,87,1793.43,156028.41
2024-06-13,Crestor,TER-08,31,410.09,12712.79
2024-06-13,Gleevec,TER-04,17,4233.95,71977.15
2024-06-13,Tecfidera,TER-06,66,1639.89,108232.74
2024-06-13,Revlimid,TER-13,5,7072.73,35363.65
2024-06-13,Lipitor,TER-09,92,339.69,31251.48
2024-06-13,Lyrica,TER-07,58,514.69,29852.02
2024-06-13,Keytruda,TER-13,1,8709.95,8709.95
2024-06-13,Humira,TER-06,7,2902.45,20317.15
2024-06-13,Januvia,TER-17,53,563.26,29852.78
2024-06-13,Gleevec,TER-12,14,4641.08,64975.12
2024-06-13,Opdivo,TER-03,2,7192.83,14385.66
2024-06-13,Neulasta,TER-04,17,3614.34,61443.78
2024-06-13,Opdivo,TER-05,17,7005.5,119093.5
2024-06-13,Enbrel,TER-07,15,2905.81,43587.15
2024-06-13,Lipitor,TER-18,8,391.87,3134.96
2024-06-13,Enbrel,TER-15,46,2800.77,128835.42
2024-06-13,Neulasta,TER-14,14,3855.58,53978.12
2024-06-13,Gleevec,TER-06,11,4466.49,49131.39
2024-06-13,Remicade,TER-05,33,2511.05,82864.65
2024-06-13,Avastin,TER-02,15,6064.16,90962.4
2024-06-13,Enbrel,TER-13,6,2646.19,15877.14
2024-06-13,Nexium,TER-18,82,288.55,23661.1
2024-06-13,Enbrel,TER-07,3,2827.63,8482.89
2024-06-13,Avastin,TER-07,15,5896.08,88441.2
2024-06-13,Advair,TER-04,62,733.51,45477.62
2024-06-13,Tecfidera,TER-18,2,1712.12,3424.24
2024-06-13,Keytruda,TER-04,21,8423.61,176895.81
2024-06-13,Keytruda,TER-04,3,8724.96,26174.88
2024-06-14,Opdivo,TER-06,14,7518.63,105260.82
2024-06-14,Advair,TER-11,101,646.97,65343.97
2024-06-14,Avastin,TER-03,3,5797.15,17391.45
2024-06-14,Nexium,TER-04,57,296.94,16925.58
2024-06-14,Humira,TER-16,3,3324.82,9974.46
2024-06-14,Copaxone,TER-06,32,1208.07,38658.24
2024-06-14,Nexium,TER-10,142,284.6,40413.2
2024-06-14,Lipitor,TER-10,1,359.4,359.4
2024-06-14,Lyrica,TER-15,54,424.99,22949.46
2024-06-14,Enbrel,TER-07,14,2944.58,41224.12
2024-06-14,Neulasta,TER-16,12,3585.59,43027.08
2024-06-14,Revlimid,TER-04,10,6533.52,65335.2
2024-06-14,Lantus,TER-03,105,1036.84,108868.2
2024-06-14,Copaxone,TER-03,53,1086.73,57596.69
2024-06-14,Copaxone,TER-02,4,1343.03,5372.12
2024-06-14,Neulasta,TER-08,9,3946.52,35518.68
2024-06-14,Remicade,TER-20,11,2410.84,26519.24
2024-06-14,Lantus,TER-18,10,1009.02,10090.2
2024-06-14,Lantus,TER-08,6,906.32,5437.92
2024-06-14,Rituxan,TER-01,13,4830.0,62790.0
2024-06-14,Enbrel,TER-20,4,2470.38,9881.52
2024-06-14,Keytruda,TER-11,20,8895.02,177900.4
2024-06-14,Januvia,TER-19,57,540.35,30799.95
2024-06-14,Rituxan,TER-08,29,5149.85,149345.65
2024-06-14,Enbrel,TER-17,17,2660.96,45236.32
2024-06-14,Tecfidera,TER-02,7,1767.44,12372.08
2024-06-14,Gleevec,TER-17,5,4436.94,22184.7
2024-06-14,Januvia,TER-03,25,559.44,13986.0
2024-06-14,Gleevec,TER-02,12,4678.81,56145.72
2024-06-14,Enbrel,TER-17,7,2656.22,18593.54
2024-06-14,Herceptin,TER-12,37,7074.6,261760.2
2024-06-14,Keytruda,TER-06,26,8429.85,219176.1
2024-06-14,Lipitor,TER-16,4,312.41,1249.64
2024-06-14,Neulasta,TER-14,4,3927.59,15710.36
2024-06-14,Januvia,TER-18,18,584.62,10523.16
2024-06-14,Crestor,TER-14,60,423.92,25435.2
2024-06-14,Neulasta,TER-06,6,3789.86,22739.16
2024-06-14,Lipitor,TER-09,115,333.15,38312.25
2024-06-15,Enbrel,TER-06,33,2418.85,79822.05
2024-06-15,Lipitor,TER-14,77,376.06,28956.62
2024-06-15,Herceptin,TER-17,22,6311.05,138843.1
2024-06-15,Revlimid,TER-13,23,6913.03,158999.69
2024-06-15,Revlimid,TER-17,20,7136.22,142724.4
2024-06-15,Remicade,TER-18,36,2478.41,89222.76
2024-06-15,Crestor,TER-18,3,384.91,1154.73
2024-06-15,Nexium,TER-07,100,285.64,28564.0
2024-06-15,Opdivo,TER-07,3,7526.67,22580.01
2024-06-15,Neulasta,TER-19,36,3708.44,133503.84
2024-06-15,Nexium,TER-15,112,280.09,31370.08
2024-06-15,Revlimid,TER-09,6,6339.91,38039.46
2024-06-15,Lipitor,TER-15,2,350.41,700.82
2024-06-15,Humira,TER-18,3,3179.48,9538.44
2024-06-15,Revlimid,TER-08,16,6845.15,109522.4
2024-06-15,Enbrel,TER-19,6,2762.11,16572.66
2024-06-15,Remicade,TER-16,12,2582.85,30994.2
2024-06-15,Copaxone,TER-13,6,1152.57,6915.42
2024-06-15,Rituxan,TER-07,1,4790.08,4790.08
2024-06-15,Herceptin,TER-02,3,6703.46,20110.38
2024-06-15,Opdivo,TER-17,3,7315.9,21947.7
2024-06-15,Lyrica,TER-07,26,472.44,12283.44
2024-06-15,Crestor,TER-20,45,436.99,19664.55
2024-06-15,Opdivo,TER-16,1,6818.17,6818.17
2024-06-15,Opdivo,TER-16,10,7256.68,72566.8
2024-06-15,Crestor,TER-12,153,415.09,63508.77
2024-06-15,Rituxan,TER-11,3,5506.03,16518.09
2024-06-15,Rituxan,TER-11,12,5423.09,65077.08
2024-06-15,Tecfidera,TER-18,1,1736.96,1736.96
2024-06-15,Gleevec,TER-02,46,4469.15,205580.9
2024-06-15,Revlimid,TER-15,5,6350.33,31751.65
2024-06-15,Lyrica,TER-15,44,454.98,20019.12
2024-06-15,Herceptin,TER-14,3,6202.37,18607.11
2024-06-15,Advair,TER-13,133,661.61,87994.13
2024-06-15,Opdivo,TER-06,6,6958.67,41752.02
2024-06-15,Revlimid,TER-15,6,7140.4,42842.4
2024-06-15,Gleevec,TER-10,1,4477.13,4477.13
2024-06-15,Advair,TER-15,45,710.25,31961.25
2024-06-15,Rituxan,TER-01,11,5562.56,61188.16
2024-06-15,Neulasta,TER-06,8,3857.48,30859.84
2024-06-15,Avastin,TER-09,19,6160.38,117047.22
2024-06-15,Lipitor,TER-10,49,314.51,15410.99
2024-06-15,Lipitor,TER-10,135,336.89,45480.15
2024-06-15,Opdivo,TER-05,2,7858.01,15716.02
2024-06-16,Herceptin,TER-11,16,5809.62,92953.92
2024-06-16,Enbrel,TER-14,22,2755.55,60622.1
2024-06-16,Neulasta,TER-04,16,3959.42,63350.72
2024-06-16,Tecfidera,TER-12,1,1737.44,1737.44
2024-06-16,Rituxan,TER-18,8,5029.7,40237.6
2024-06-16,Lipitor,TER-11,37,368.68,13641.16
2024-06-16,Opdivo,TER-10,10,6914.49,69144.9
2024-06-16,Januvia,TER-06,62,657.15,40743.3
2024-06-16,Nexium,TER-18,100,283.27,28327.0
2024-06-16,Revlimid,TER-16,7,7098.56,49689.92
2024-06-16,Lyrica,TER-14,36,414.77,14931.72
2024-06-16,Tecfidera,TER-13,19,1854.68,35238.92
2024-06-16,Gleevec,TER-20,17,4399.03,74783.51
2024-06-16,Herceptin,TER-05,34,6421.92,218345.28
2024-06-16,Lantus,TER-18,1,877.67,877.67
2024-06-16,Crestor,TER-09,75,447.0,33525.0
2024-06-16,Gleevec,TER-16,31,4439.57,137626.67
2024-06-16,Advair,TER-06,91,653.09,59431.19
2024-06-16,Rituxan,TER-14,3,5191.2,15573.6
2024-06-16,Avastin,TER-02,7,6047.69,42333.83
2024-06-16,Revlimid,TER-18,2,6719.66,13439.32
2024-06-16,Lipitor,TER-02,209,355.54,74307.86
2024-06-16,Nexium,TER-13,52,278.11,14461.72
2024-06-16,Januvia,TER-16,28,656.36,18378.08
2024-06-16,Opdivo,TER-03,19,6692.84,127163.96
2024-06-16,Opdivo,TER-18,26,7640.92,198663.92
2024-06-16,Opdivo,TER-08,23,7771.86,178752.78
2024-06-16,Lipitor,TER-05,2,346.8,693.6
2024-06-16,Humira,TER-14,9,3132.83,28195.47
2024-06-16,Lantus,TER-15,92,891.84,82049.28
2024-06-17,Tecfidera,TER-07,1,1712.74,1712.74
2024-06-17,Tecfidera,TER-07,29,1780.17,51624.93
2024-06-17,Nexium,TER-16,104,280.54,29176.16
2024-06-17,Lipitor,TER-02,14,365.12,5111.68
2024-06-17,Remicade,TER-04,76,2311.19,175650.44
2024-06-17,Herceptin,TER-05,6,6742.6,40455.6
2024-06-17,Gleevec,TER-07,6,5153.47,30920.82
2024-06-17,Januvia,TER-06,55,532.45,29284.75
2024-06-17,Neulasta,TER-10,7,4052.94,28370.58
2024-06-17,Lipitor,TER-08,14,370.96,5193.44
2024-06-17,Remicade,TER-09,22,2572.86,56602.92
2024-06-17,Advair,TER-10,21,656.79,13792.59
2024-06-17,Humira,TER-04,44,3302.19,145296.36
2024-06-17,Copaxone,TER-14,18,1417.7,25518.6
2024-06-17,Neulasta,TER-05,2,3731.48,7462.96
2024-06-17,Enbrel,TER-18,14,2779.29,38910.06
2024-06-17,Januvia,TER-18,39,591.06,23051.34
2024-06-17,Enbrel,TER-20,16,2734.7,43755.2
2024-06-17,Avastin,TER-03,12,5605.81,67269.72
