year_month,drug_name,territory_id,units_sold,revenue,n_transactions,avg_unit_price,month,quarter,year,day_of_week,is_quarter_end,lag_1,lag_3,lag_6,rolling_mean_3,rolling_std_3,drug_encoded,territory_encoded
2025-07-01,Gleevec,TER-07,31,149378.77,1,4818.67,7,3,2025,1,0,32.0,41.0,32.0,33.666666666666664,3.785938897200176,5,6
2025-08-01,Gleevec,TER-07,24,98660.34,2,4367.12,8,3,2025,4,0,31.0,38.0,24.0,29.0,4.358898943540664,5,6
2025-09-01,Gleevec,TER-07,37,177640.06999999998,3,4778.576666666667,9,3,2025,0,0,24.0,32.0,55.0,30.666666666666668,6.506407098647708,5,6
2025-10-01,Gleevec,TER-07,39,165907.01,4,4270.8775000000005,10,4,2025,2,0,37.0,31.0,41.0,33.333333333333336,8.144527815247077,5,6
2025-11-01,Gleevec,TER-07,24,108349.92,2,4574.44,11,4,2025,5,0,39.0,24.0,38.0,33.333333333333336,8.144527815247077,5,6
2025-12-01,Gleevec,TER-07,50,223869.0,1,4477.38,12,4,2025,0,0,24.0,37.0,32.0,37.666666666666664,13.051181300301263,5,6
2024-02-01,Gleevec,TER-08,24,112425.06,3,4685.599999999999,2,1,2024,3,0,44.0,,,34.0,14.142135623730951,5,7
2024-03-01,Gleevec,TER-08,49,224068.18,1,4572.82,3,1,2024,4,0,24.0,,,39.0,13.228756555322953,5,7
2024-04-01,Gleevec,TER-08,22,98170.95999999999,4,4528.135,4,2,2024,0,0,49.0,44.0,,31.666666666666668,15.044378795195678,5,7
2024-05-01,Gleevec,TER-08,43,193654.37,1,4503.59,5,2,2024,2,0,22.0,24.0,,38.0,14.177446878757825,5,7
2024-06-01,Gleevec,TER-08,43,210036.08,1,4884.56,6,2,2024,5,0,43.0,49.0,,36.0,12.12435565298214,5,7
2024-07-01,Gleevec,TER-08,35,159789.06,4,4314.5825,7,3,2024,0,0,43.0,22.0,44.0,40.333333333333336,4.618802153517007,5,7
2024-08-01,Gleevec,TER-08,27,118902.6,1,4403.8,8,3,2024,3,0,35.0,43.0,24.0,35.0,8.0,5,7
2024-09-01,Gleevec,TER-08,44,197937.52,1,4498.58,9,3,2024,6,0,27.0,43.0,49.0,35.333333333333336,8.504900548115382,5,7
2024-10-01,Gleevec,TER-08,43,182824.95,3,4385.71,10,4,2024,1,0,44.0,35.0,22.0,38.0,9.539392014169456,5,7
2024-11-01,Gleevec,TER-08,39,171088.71,2,4368.33,11,4,2024,4,0,43.0,27.0,43.0,42.0,2.6457513110645907,5,7
2024-12-01,Gleevec,TER-08,40,170063.2,1,4251.58,12,4,2024,6,0,39.0,44.0,43.0,40.666666666666664,2.0816659994661326,5,7
2025-01-01,Gleevec,TER-08,40,178986.5,4,4461.605,1,1,2025,2,0,40.0,43.0,35.0,39.666666666666664,0.5773502691896216,5,7
2025-02-01,Gleevec,TER-08,35,152680.06,4,4383.47,2,1,2025,5,0,40.0,39.0,27.0,38.333333333333336,2.886751345948129,5,7
2025-03-01,Gleevec,TER-08,63,319234.23,1,5067.21,3,1,2025,5,0,35.0,40.0,44.0,46.0,14.933184523068078,5,7
2025-04-01,Gleevec,TER-08,47,207012.05000000002,3,4352.856666666667,4,2,2025,1,0,63.0,40.0,43.0,48.333333333333336,14.047538337136986,5,7
2025-05-01,Gleevec,TER-08,24,108424.4,2,4502.82,5,2,2025,3,0,47.0,35.0,39.0,44.666666666666664,19.60442127004348,5,7
2025-06-01,Gleevec,TER-08,47,210944.5,3,4504.356666666667,6,2,2025,6,0,24.0,63.0,40.0,39.333333333333336,13.279056191361388,5,7
2025-07-01,Gleevec,TER-08,33,150599.24000000002,2,4592.34,7,3,2025,1,0,47.0,47.0,40.0,34.666666666666664,11.590225767142469,5,7
2025-08-01,Gleevec,TER-08,31,138099.27000000002,3,4470.003333333333,8,3,2025,4,0,33.0,24.0,35.0,37.0,8.717797887081343,5,7
2025-09-01,Gleevec,TER-08,46,205746.5,1,4472.75,9,3,2025,0,0,31.0,47.0,63.0,36.666666666666664,8.144527815247073,5,7
2025-10-01,Gleevec,TER-08,34,152793.74,4,4487.1,10,4,2025,2,0,46.0,33.0,47.0,37.0,7.937253933193768,5,7
2025-11-01,Gleevec,TER-08,43,188091.89,1,4374.23,11,4,2025,5,0,34.0,31.0,24.0,41.0,6.244997998398392,5,7
2025-12-01,Gleevec,TER-08,54,257328.14,4,4747.7,12,4,2025,0,0,43.0,46.0,47.0,43.666666666666664,10.01665280087781,5,7
2024-02-01,Gleevec,TER-09,26,117864.76,1,4533.26,2,1,2024,3,0,40.0,,,33.0,9.899494936611665,5,8
2024-03-01,Gleevec,TER-09,48,215782.77,4,4454.1925,3,1,2024,4,0,26.0,,,38.0,11.135528725660043,5,8
2024-04-01,Gleevec,TER-09,43,188582.52,1,4385.64,4,2,2024,0,0,48.0,40.0,,39.0,11.532562594670797,5,8
2024-05-01,Gleevec,TER-09,26,110641.40000000001,3,4469.5,5,2,2024,2,0,43.0,26.0,,39.0,11.532562594670797,5,8
2024-06-01,Gleevec,TER-09,32,148092.48,1,4627.89,6,2,2024,5,0,26.0,48.0,,33.666666666666664,8.621678104251709,5,8
2024-07-01,Gleevec,TER-09,31,148687.59,3,4587.236666666667,7,3,2024,0,0,32.0,43.0,40.0,29.666666666666668,3.2145502536643122,5,8
2024-08-01,Gleevec,TER-09,35,160786.15,1,4593.89,8,3,2024,3,0,31.0,26.0,26.0,32.666666666666664,2.0816659994661286,5,8
2024-09-01,Gleevec,TER-09,42,186124.68,1,4431.54,9,3,2024,6,0,35.0,32.0,48.0,36.0,5.567764362830021,5,8
2024-10-01,Gleevec,TER-09,42,191526.72,1,4560.16,10,4,2024,1,0,42.0,31.0,43.0,39.666666666666664,4.041451884327379,5,8
2024-11-01,Gleevec,TER-09,37,169287.15999999997,2,4612.16,11,4,2024,4,0,42.0,35.0,26.0,40.333333333333336,2.886751345948129,5,8
2024-12-01,Gleevec,TER-09,32,139310.25,4,4344.8725,12,4,2024,6,0,37.0,42.0,32.0,37.0,5.000000000000001,5,8
2025-01-01,Gleevec,TER-09,44,191335.76,2,4376.895,1,1,2025,2,0,32.0,42.0,31.0,37.666666666666664,6.027713773341709,5,8
2025-02-01,Gleevec,TER-09,42,202741.56,1,4827.18,2,1,2025,5,0,44.0,37.0,35.0,39.333333333333336,6.429100507328638,5,8
2025-03-01,Gleevec,TER-09,57,262269.63,2,4541.59,3,1,2025,5,0,42.0,32.0,42.0,47.666666666666664,8.144527815247079,5,8
2025-04-01,Gleevec,TER-09,26,116672.1,3,4493.32,4,2,2025,1,0,57.0,44.0,42.0,41.666666666666664,15.50268793897798,5,8
2025-05-01,Gleevec,TER-09,26,121006.41,4,4583.3175,5,2,2025,3,0,26.0,42.0,37.0,36.333333333333336,17.897858344878397,5,8
2025-06-01,Gleevec,TER-09,39,184183.74,1,4722.66,6,2,2025,6,0,26.0,57.0,32.0,30.333333333333332,7.505553499465137,5,8
2025-07-01,Gleevec,TER-09,24,104287.54000000001,4,4363.3375,7,3,2025,1,0,39.0,26.0,44.0,29.666666666666668,8.144527815247079,5,8
2025-08-01,Gleevec,TER-09,35,148745.64,4,4459.1975,8,3,2025,4,0,24.0,26.0,42.0,32.666666666666664,7.767453465154031,5,8
2025-09-01,Gleevec,TER-09,38,183222.00999999998,2,4681.525,9,3,2025,0,0,35.0,39.0,57.0,32.333333333333336,7.371114795831995,5,8
2025-10-01,Gleevec,TER-09,43,189487.26,2,4366.33,10,4,2025,2,0,38.0,24.0,26.0,38.666666666666664,4.041451884327395,5,8
2025-11-01,Gleevec,TER-09,29,135290.2,3,4586.156666666667,11,4,2025,5,0,43.0,35.0,26.0,36.666666666666664,7.094598884597596,5,8
2025-12-01,Gleevec,TER-09,43,194039.7,2,4536.014999999999,12,4,2025,0,0,29.0,38.0,39.0,38.333333333333336,8.082903768654766,5,8
2024-02-01,Gleevec,TER-10,48,216508.87,4,4515.075,2,1,2024,3,0,46.0,,,47.0,1.4142135623730951,5,9
2024-03-01,Gleevec,TER-10,28,123643.68,2,4452.975,3,1,2024,4,0,48.0,,,40.666666666666664,11.015141094572202,5,9
2024-04-01,Gleevec,TER-10,32,152833.49,4,4756.9974999999995,4,2,2024,0,0,28.0,46.0,,36.0,10.583005244258361,5,9
2024-05-01,Gleevec,TER-10,23,110443.09,3,4654.653333333333,5,2,2024,2,0,32.0,48.0,,27.666666666666668,4.509249752822892,5,9
2024-06-01,Gleevec,TER-10,28,122805.64,4,4379.59,6,2,2024,5,0,23.0,28.0,,27.666666666666668,4.509249752822892,5,9
2024-07-01,Gleevec,TER-10,29,128213.35,1,4421.15,7,3,2024,0,0,28.0,32.0,46.0,26.666666666666668,3.214550253664315,5,9
2024-08-01,Gleevec,TER-10,30,146929.16999999998,3,4815.59,8,3,2024,3,0,29.0,23.0,48.0,29.0,0.9999999999999876,5,9
2024-09-01,Gleevec,TER-10,42,195339.48,1,4650.94,9,3,2024,6,0,30.0,28.0,28.0,33.666666666666664,7.234178138070234,5,9
2024-10-01,Gleevec,TER-10,32,135098.89,4,4453.8075,10,4,2024,1,0,42.0,29.0,32.0,34.666666666666664,6.429100507328636,5,9
2024-11-01,Gleevec,TER-10,26,119098.28,3,4438.486666666667,11,4,2024,4,0,32.0,30.0,23.0,33.333333333333336,8.082903768654761,5,9
2024-12-01,Gleevec,TER-10,45,194540.31,3,4350.183333333333,12,4,2024,6,0,26.0,42.0,28.0,34.333333333333336,9.71253485622231,5,9
2025-01-01,Gleevec,TER-10,44,201674.51,3,4562.37,1,1,2025,2,0,45.0,32.0,29.0,38.333333333333336,10.692676621563626,5,9
2025-02-01,Gleevec,TER-10,43,189524.16999999998,2,4598.780000000001,2,1,2025,5,0,44.0,26.0,30.0,44.0,0.9999999999999787,5,9
2025-03-01,Gleevec,TER-10,53,250938.83000000002,3,4653.67,3,1,2025,5,0,43.0,45.0,42.0,46.666666666666664,5.507570547286099,5,9
2025-04-01,Gleevec,TER-10,35,161692.97,3,4599.496666666667,4,2,2025,1,0,53.0,44.0,32.0,43.666666666666664,9.018499505645787,5,9
2025-05-01,Gleevec,TER-10,30,134596.88999999998,4,4417.1325,5,2,2025,3,0,35.0,43.0,26.0,39.333333333333336,12.096831541082702,5,9
2025-06-01,Gleevec,TER-10,38,166166.91,3,4339.67,6,2,2025,6,0,30.0,53.0,45.0,34.333333333333336,4.04145188432738,5,9
2025-07-01,Gleevec,TER-10,26,111116.18000000001,2,4251.355,7,3,2025,1,0,38.0,35.0,44.0,31.333333333333332,6.110100926607786,5,9
2025-08-01,Gleevec,TER-10,21,102689.58,1,4889.98,8,3,2025,4,0,26.0,30.0,43.0,28.333333333333332,8.736894948054104,5,9
2025-09-01,Gleevec,TER-10,42,190089.28,2,4521.92,9,3,2025,0,0,21.0,38.0,53.0,29.666666666666668,10.969655114602888,5,9
2025-10-01,Gleevec,TER-10,30,130808.8,2,4262.62,10,4,2025,2,0,42.0,26.0,35.0,31.0,10.535653752852738,5,9
2025-11-01,Gleevec,TER-10,51,214854.36,3,4344.54,11,4,2025,5,0,30.0,21.0,30.0,41.0,10.535653752852738,5,9
2025-12-01,Gleevec,TER-10,30,137775.82,3,4619.233333333334,12,4,2025,0,0,51.0,42.0,38.0,37.0,12.124355652982139,5,9
2024-02-01,Gleevec,TER-11,34,154381.96,3,4556.293333333334,2,1,2024,3,0,22.0,,,28.0,8.48528137423857,5,10
2024-03-01,Gleevec,TER-11,38,180623.88,1,4753.26,3,1,2024,4,0,34.0,,,31.333333333333332,8.326663997864532,5,10
2024-04-01,Gleevec,TER-11,28,121914.14,2,4358.655000000001,4,2,2024,0,0,38.0,22.0,,33.333333333333336,5.033222956847169,5,10
2024-05-01,Gleevec,TER-11,45,206973.31,4,4559.8150000000005,5,2,2024,2,0,28.0,34.0,,37.0,8.544003745317532,5,10
2024-06-01,Gleevec,TER-11,36,167575.53999999998,4,4556.7775,6,2,2024,5,0,45.0,38.0,,36.333333333333336,8.504900548115383,5,10
2024-07-01,Gleevec,TER-11,16,72523.43000000001,4,4608.4325,7,3,2024,0,0,36.0,28.0,22.0,32.333333333333336,14.84362938547488,5,10
2024-08-01,Gleevec,TER-11,30,124566.6,1,4152.22,8,3,2024,3,0,16.0,45.0,34.0,27.333333333333332,10.263202878893772,5,10
2024-09-01,Gleevec,TER-11,31,137351.33000000002,4,4434.23,9,3,2024,6,0,30.0,36.0,38.0,25.666666666666668,8.386497083606088,5,10
2024-10-01,Gleevec,TER-11,48,219979.3,3,4553.29,10,4,2024,1,0,31.0,16.0,28.0,36.333333333333336,10.115993936995682,5,10
2024-11-01,Gleevec,TER-11,37,180875.35,4,4519.875,11,4,2024,4,0,48.0,30.0,45.0,38.666666666666664,8.621678104251712,5,10
2024-12-01,Gleevec,TER-11,28,124820.39,4,4471.905,12,4,2024,6,0,37.0,31.0,36.0,37.666666666666664,10.016652800877814,5,10
2025-01-01,Gleevec,TER-11,26,122762.64,1,4721.64,1,1,2025,2,0,28.0,48.0,16.0,30.333333333333332,5.859465277082316,5,10
2025-02-01,Gleevec,TER-11,36,161628.15000000002,3,4466.546666666666,2,1,2025,5,0,26.0,37.0,30.0,30.0,5.291502622129181,5,10
2025-03-01,Gleevec,TER-11,39,190400.93,2,4646.03,3,1,2025,5,0,36.0,28.0,31.0,33.666666666666664,6.806859285554046,5,10
2025-04-01,Gleevec,TER-11,37,165602.88,2,4437.915,4,2,2025,1,0,39.0,26.0,48.0,37.333333333333336,1.5275252316519539,5,10
2025-05-01,Gleevec,TER-11,38,178068.8,2,4648.9,5,2,2025,3,0,37.0,36.0,37.0,38.0,1.0000000000000098,5,10
2025-06-01,Gleevec,TER-11,44,210368.40000000002,2,4694.05,6,2,2025,6,0,38.0,39.0,28.0,39.666666666666664,3.785938897200186,5,10
2025-07-01,Gleevec,TER-11,21,89243.54999999999,3,4593.03,7,3,2025,1,0,44.0,37.0,26.0,34.333333333333336,11.930353445448857,5,10
2025-08-01,Gleevec,TER-11,27,120212.4,2,4466.1,8,3,2025,4,0,21.0,38.0,36.0,30.666666666666668,11.930353445448858,5,10
2025-09-01,Gleevec,TER-11,41,198796.0,3,4772.033333333334,9,3,2025,0,0,27.0,44.0,39.0,29.666666666666668,10.263202878893773,5,10
2025-10-01,Gleevec,TER-11,33,141587.83,3,4353.07,10,4,2025,2,0,41.0,21.0,37.0,33.666666666666664,7.023769168568499,5,10
2025-11-01,Gleevec,TER-11,48,196460.64,1,4092.93,11,4,2025,5,0,33.0,27.0,38.0,40.666666666666664,7.505553499465143,5,10
2025-12-01,Gleevec,TER-11,58,261334.00999999998,3,4433.2300000000005,12,4,2025,0,0,48.0,41.0,44.0,46.333333333333336,12.58305739211792,5,10
2024-02-01,Gleevec,TER-12,26,121323.12,3,4542.91,2,1,2024,3,0,42.0,,,34.0,11.313708498984761,5,11
2024-03-01,Gleevec,TER-12,41,189691.83,1,4626.63,3,1,2024,4,0,26.0,,,36.333333333333336,8.962886439832502,5,11
2024-04-01,Gleevec,TER-12,25,114654.98,2,4551.635,4,2,2024,0,0,41.0,42.0,,30.666666666666668,8.962886439832502,5,11
2024-05-01,Gleevec,TER-12,30,141804.6,1,4726.82,5,2,2024,2,0,25.0,26.0,,32.0,8.18535277187245,5,11
2024-06-01,Gleevec,TER-12,28,126388.36,3,4457.33,6,2,2024,5,0,30.0,41.0,,27.666666666666668,2.516611478423583,5,11
2024-07-01,Gleevec,TER-12,32,146403.1,4,4490.52,7,3,2024,0,0,28.0,25.0,42.0,30.0,1.9999999999999993,5,11
2024-08-01,Gleevec,TER-12,25,111841.25,2,4511.8099999999995,8,3,2024,3,0,32.0,30.0,26.0,28.333333333333332,3.5118845842842457,5,11
2024-09-01,Gleevec,TER-12,45,206490.15,1,4588.67,9,3,2024,6,0,25.0,28.0,41.0,34.0,10.14889156509222,5,11
2024-10-01,Gleevec,TER-12,31,140848.07,4,4648.4175,10,4,2024,1,0,45.0,32.0,25.0,33.666666666666664,10.263202878893768,5,11
2024-11-01,Gleevec,TER-12,33,133946.39,3,4186.596666666666,11,4,2024,4,0,31.0,25.0,30.0,36.333333333333336,7.571877794400367,5,11
2024-12-01,Gleevec,TER-12,38,174936.74,4,4510.6025,12,4,2024,6,0,33.0,45.0,28.0,34.0,3.6055512754639953,5,11
2025-01-01,Gleevec,TER-12,44,185238.68,1,4209.97,1,1,2025,2,0,38.0,31.0,32.0,38.333333333333336,5.507570547286105,5,11
2025-02-01,Gleevec,TER-12,34,166190.3,1,4887.95,2,1,2025,5,0,44.0,33.0,25.0,38.666666666666664,5.033222956847168,5,11
2025-03-01,Gleevec,TER-12,34,148993.45,3,4405.6866666666665,3,1,2025,5,0,34.0,38.0,45.0,37.333333333333336,5.77350269189626,5,11
2025-04-01,Gleevec,TER-12,23,105955.9,3,4469.99,4,2,2025,1,0,34.0,44.0,31.0,30.333333333333332,6.350852961085886,5,11
2025-05-01,Gleevec,TER-12,33,147508.56,3,4401.573333333334,5,2,2025,3,0,23.0,34.0,33.0,30.0,6.082762530298222,5,11
2025-06-01,Gleevec,TER-12,37,166180.69,1,4491.37,6,2,2025,6,0,33.0,34.0,38.0,31.0,7.211102550927981,5,11
2025-07-01,Gleevec,TER-12,19,84297.06000000001,3,4616.94,7,3,2025,1,0,37.0,23.0,44.0,29.666666666666668,9.45163125250522,5,11
2025-08-01,Gleevec,TER-12,25,112450.15,4,4461.0375,8,3,2025,4,0,19.0,33.0,34.0,27.0,9.165151389911683,5,11
2025-09-01,Gleevec,TER-12,38,164352.02000000002,2,4096.195,9,3,2025,0,0,25.0,37.0,34.0,27.333333333333332,9.712534856222312,5,11
2025-10-01,Gleevec,TER-12,34,145551.72999999998,2,4307.705,10,4,2025,2,0,38.0,19.0,23.0,32.333333333333336,6.658328118479397,5,11
2025-11-01,Gleevec,TER-12,43,187792.31,2,4336.415,11,4,2025,5,0,34.0,25.0,33.0,38.333333333333336,4.509249752822898,5,11
2025-12-01,Gleevec,TER-12,24,110649.12,2,4610.38,12,4,2025,0,0,43.0,38.0,37.0,33.666666666666664,9.50438495292217,5,11
2024-02-01,Gleevec,TER-13,46,209407.64,1,4552.34,2,1,2024,3,0,31.0,,,38.5,10.606601717798213,5,12
2024-03-01,Gleevec,TER-13,26,114991.4,2,4540.42,3,1,2024,4,0,46.0,,,34.333333333333336,10.408329997330664,5,12
2024-04-01,Gleevec,TER-13,24,113193.6,1,4716.4,4,2,2024,0,0,26.0,31.0,,32.0,12.165525060596439,5,12
2024-05-01,Gleevec,TER-13,42,180145.8,2,4374.950000000001,5,2,2024,2,0,24.0,46.0,,30.666666666666668,9.865765724632494,5,12
2024-06-01,Gleevec,TER-13,20,93655.54000000001,4,4675.3075,6,2,2024,5,0,42.0,26.0,,28.666666666666668,11.718930554164631,5,12
2024-07-01,Gleevec,TER-13,25,109966.6,2,4372.26,7,3,2024,0,0,20.0,24.0,31.0,29.0,11.532562594670797,5,12
2024-08-01,Gleevec,TER-13,25,106821.91,4,4357.0650000000005,8,3,2024,3,0,25.0,42.0,46.0,23.333333333333332,2.886751345948129,5,12
2024-09-01,Gleevec,TER-13,30,132054.98,3,4442.5233333333335,9,3,2024,6,0,25.0,20.0,26.0,26.666666666666668,2.886751345948129,5,12
2024-10-01,Gleevec,TER-13,30,132177.08,4,4395.295,10,4,2024,1,0,30.0,25.0,24.0,28.333333333333332,2.886751345948129,5,12
2024-11-01,Gleevec,TER-13,39,178407.47,3,4655.85,11,4,2024,4,0,30.0,25.0,42.0,33.0,5.196152422706633,5,12
2024-12-01,Gleevec,TER-13,30,128710.55,3,4407.506666666667,12,4,2024,6,0,39.0,30.0,20.0,33.0,5.196152422706633,5,12
2025-01-01,Gleevec,TER-13,43,191174.99,1,4445.93,1,1,2025,2,0,30.0,30.0,25.0,37.333333333333336,6.6583281184793925,5,12
2025-02-01,Gleevec,TER-13,48,207070.63,4,4461.0175,2,1,2025,5,0,43.0,39.0,25.0,40.333333333333336,9.291573243177568,5,12
2025-03-01,Gleevec,TER-13,54,251642.16,1,4660.04,3,1,2025,5,0,48.0,30.0,30.0,48.333333333333336,5.507570547286097,5,12
2025-04-01,Gleevec,TER-13,29,121970.64,3,4215.486666666667,4,2,2025,1,0,54.0,43.0,30.0,43.666666666666664,13.05118130030126,5,12
2025-05-01,Gleevec,TER-13,34,158183.91,4,4496.2875,5,2,2025,3,0,29.0,48.0,39.0,39.0,13.22875655532295,5,12
2025-06-01,Gleevec,TER-13,40,189260.8,1,4731.52,6,2,2025,6,0,34.0,54.0,30.0,34.333333333333336,5.507570547286093,5,12
2025-07-01,Gleevec,TER-13,21,97515.97,3,4536.543333333334,7,3,2025,1,0,40.0,29.0,43.0,31.666666666666668,9.712534856222305,5,12
2025-08-01,Gleevec,TER-13,27,113492.37,2,4363.92,8,3,2025,4,0,21.0,34.0,48.0,29.333333333333332,9.712534856222305,5,12
2025-09-01,Gleevec,TER-13,23,95976.33,3,4095.883333333333,9,3,2025,0,0,27.0,40.0,54.0,23.666666666666668,3.055050463303875,5,12
2025-10-01,Gleevec,TER-13,28,121631.72,1,4343.99,10,4,2025,2,0,23.0,21.0,29.0,26.0,2.645751311064569,5,12
2025-11-01,Gleevec,TER-13,42,188506.06,4,4581.8375,11,4,2025,5,0,28.0,27.0,34.0,31.0,9.848857801796099,5,12
2025-12-01,Gleevec,TER-13,41,184733.7,1,4505.7,12,4,2025,0,0,42.0,23.0,40.0,37.0,7.810249675906647,5,12
2024-02-01,Gleevec,TER-14,32,136268.48,1,4258.39,2,1,2024,3,0,24.0,,,28.0,5.656854249492381,5,13
2024-03-01,Gleevec,TER-14,44,205526.64,1,4671.06,3,1,2024,4,0,32.0,,,33.333333333333336,10.066445913694333,5,13
2024-04-01,Gleevec,TER-14,33,148133.89,3,4498.41,4,2,2024,0,0,44.0,24.0,,36.333333333333336,6.658328118479392,5,13
2024-05-01,Gleevec,TER-14,30,138296.16,3,4683.833333333333,5,2,2024,2,0,33.0,32.0,,35.666666666666664,7.371114795831991,5,13
2024-06-01,Gleevec,TER-14,26,117099.20999999999,4,4555.8975,6,2,2024,5,0,30.0,44.0,,29.666666666666668,3.511884584284234,5,13
2024-07-01,Gleevec,TER-14,16,69764.0,4,4371.7675,7,3,2024,0,0,26.0,33.0,24.0,24.0,7.211102550927969,5,13
2024-08-01,Gleevec,TER-14,16,71691.19,4,4517.8075,8,3,2024,3,0,16.0,30.0,32.0,19.333333333333332,5.773502691896241,5,13
2024-09-01,Gleevec,TER-14,39,170217.84,1,4364.56,9,3,2024,6,0,16.0,26.0,44.0,23.666666666666668,13.279056191361388,5,13
2024-10-01,Gleevec,TER-14,32,148053.23,3,4607.746666666667,10,4,2024,1,0,39.0,16.0,33.0,29.0,11.789826122551595,5,13
2024-11-01,Gleevec,TER-14,30,137704.68,2,4575.1900000000005,11,4,2024,4,0,32.0,16.0,30.0,33.666666666666664,4.725815626252612,5,13
2024-12-01,Gleevec,TER-14,31,141662.14,2,4569.5599999999995,12,4,2024,6,0,30.0,39.0,26.0,31.0,1.0000000000000089,5,13
2025-01-01,Gleevec,TER-14,27,120250.98,1,4453.74,1,1,2025,2,0,31.0,32.0,16.0,29.333333333333332,2.0816659994661317,5,13
2025-02-01,Gleevec,TER-14,22,99214.94,1,4509.77,2,1,2025,5,0,27.0,30.0,16.0,26.666666666666668,4.509249752822889,5,13
2025-03-01,Gleevec,TER-14,45,207180.45,1,4604.01,3,1,2025,5,0,22.0,31.0,39.0,31.333333333333332,12.096831541082704,5,13
2025-04-01,Gleevec,TER-14,42,185601.06,2,4435.110000000001,4,2,2025,1,0,45.0,27.0,32.0,36.333333333333336,12.503332889007371,5,13
2025-05-01,Gleevec,TER-14,31,148516.19,3,4650.336666666666,5,2,2025,3,0,42.0,22.0,30.0,39.333333333333336,7.371114795832001,5,13
2025-06-01,Gleevec,TER-14,41,188817.9,4,4679.085,6,2,2025,6,0,31.0,45.0,31.0,38.0,6.082762530298227,5,13
2025-07-01,Gleevec,TER-14,20,90227.07,3,4556.3,7,3,2025,1,0,41.0,42.0,27.0,30.666666666666668,10.503967504392483,5,13
2025-08-01,Gleevec,TER-14,20,86013.4,1,4300.67,8,3,2025,4,0,20.0,31.0,22.0,27.0,12.124355652982132,5,13
2025-09-01,Gleevec,TER-14,30,133522.59,2,4391.485,9,3,2025,0,0,20.0,41.0,45.0,23.333333333333332,5.773502691896228,5,13
2025-10-01,Gleevec,TER-14,19,81785.1,4,4503.135,10,4,2025,2,0,30.0,20.0,42.0,23.0,6.082762530298191,5,13
2025-11-01,Gleevec,TER-14,21,88809.91,3,4307.503333333333,11,4,2025,5,0,19.0,20.0,31.0,23.333333333333332,5.859465277082286,5,13
2025-12-01,Gleevec,TER-14,30,132369.34,2,4376.42,12,4,2025,0,0,21.0,30.0,41.0,23.333333333333332,5.859465277082286,5,13
2024-02-01,Gleevec,TER-15,26,121579.81999999999,3,4689.403333333333,2,1,2024,3,0,34.0,,,30.0,5.656854249492381,5,14
2024-03-01,Gleevec,TER-15,42,184154.81,3,4399.516666666666,3,1,2024,4,0,26.0,,,34.0,8.0,5,14
2024-04-01,Gleevec,TER-15,25,105512.25,1,4220.49,4,2,2024,0,0,42.0,34.0,,31.0,9.539392014169456,5,14
2024-05-01,Gleevec,TER-15,32,154017.3,2,4655.965,5,2,2024,2,0,25.0,26.0,,33.0,8.54400374531753,5,14
2024-06-01,Gleevec,TER-15,30,126454.28,2,4225.52,6,2,2024,5,0,32.0,42.0,,29.0,3.605551275463989,5,14
2024-07-01,Gleevec,TER-15,22,98460.78,1,4475.49,7,3,2024,0,0,30.0,25.0,34.0,28.0,5.291502622129181,5,14
2024-08-01,Gleevec,TER-15,24,107230.95000000001,2,4467.895,8,3,2024,3,0,22.0,32.0,26.0,25.333333333333332,4.163331998932265,5,14
2024-09-01,Gleevec,TER-15,39,175923.56,4,4420.2875,9,3,2024,6,0,24.0,30.0,42.0,28.333333333333332,9.29157324317757,5,14
2024-10-01,Gleevec,TER-15,31,135075.06,1,4357.26,10,4,2024,1,0,39.0,22.0,25.0,31.333333333333332,7.505553499465136,5,14
2024-11-01,Gleevec,TER-15,36,163744.51,2,4547.264999999999,11,4,2024,4,0,31.0,24.0,32.0,35.333333333333336,4.041451884327383,5,14
2024-12-01,Gleevec,TER-15,22,97794.79000000001,3,4383.59,12,4,2024,6,0,36.0,39.0,30.0,29.666666666666668,7.09459888459759,5,14
2025-01-01,Gleevec,TER-15,33,149813.7,2,4595.505,1,1,2025,2,0,22.0,31.0,22.0,30.333333333333332,7.371114795831997,5,14
2025-02-01,Gleevec,TER-15,36,159030.72,1,4417.52,2,1,2025,5,0,33.0,36.0,24.0,30.333333333333332,7.371114795831997,5,14
2025-03-01,Gleevec,TER-15,34,164989.76,1,4852.64,3,1,2025,5,0,36.0,22.0,39.0,34.333333333333336,1.5275252316519632,5,14
2025-04-01,Gleevec,TER-15,23,103431.04000000001,4,4387.5525,4,2,2025,1,0,34.0,33.0,31.0,31.0,7.0000000000000036,5,14
2025-05-01,Gleevec,TER-15,25,123328.75,1,4933.15,5,2,2025,3,0,23.0,36.0,36.0,27.333333333333332,5.859465277082319,5,14
2025-06-01,Gleevec,TER-15,44,187436.16,2,4349.85,6,2,2025,6,0,25.0,34.0,22.0,30.666666666666668,11.590225767142474,5,14
2025-07-01,Gleevec,TER-15,21,96771.03,4,4566.645,7,3,2025,1,0,44.0,23.0,33.0,30.0,12.288205727444508,5,14
2025-08-01,Gleevec,TER-15,23,92104.65,1,4004.55,8,3,2025,4,0,21.0,25.0,36.0,29.333333333333332,12.741009902410928,5,14
2025-09-01,Gleevec,TER-15,35,157700.84,2,4499.08,9,3,2025,0,0,23.0,44.0,34.0,26.333333333333332,7.571877794400364,5,14
