year_month,drug_name,territory_id,actual,predicted,lower_bound,upper_bound,residual,absolute_error,model,forecast_window
2025-08-01,Copaxone,TER-15,45,57.467403,11.771683502197266,107.2086326599121,-12.467403411865234,12.467403411865234,XGBoost,4
2025-09-01,Copaxone,TER-15,63,54.63717,12.065481567382813,111.51735382080074,8.362831115722656,8.362831115722656,XGBoost,4
2025-10-01,Copaxone,TER-15,42,66.974434,30.285921859741215,124.75966720581054,-24.97443389892578,24.97443389892578,XGBoost,4
2025-11-01,Copaxone,TER-15,73,60.327343,16.963837051391604,111.6933395385742,12.672657012939453,12.672657012939453,XGBoost,4
2025-12-01,Copaxone,TER-15,79,54.9187,17.199058532714844,106.16078376770015,24.081298828125,24.081298828125,XGBoost,4
2025-05-01,Copaxone,TER-16,76,68.5327,30.755603408813478,115.62873497009276,7.4673004150390625,7.4673004150390625,XGBoost,4
2025-06-01,Copaxone,TER-16,85,73.915306,35.62959976196289,118.04296646118159,11.084693908691406,11.084693908691406,XGBoost,4
2025-07-01,Copaxone,TER-16,57,56.446053,8.878573608398439,105.74339542388915,0.5539474487304688,0.5539474487304688,XGBoost,4
2025-08-01,Copaxone,TER-16,42,60.646313,22.372234344482422,105.3108016967773,-18.646312713623047,18.646312713623047,XGBoost,4
2025-09-01,Copaxone,TER-16,99,65.32241,22.846747970581056,118.29520416259766,33.677589416503906,33.677589416503906,XGBoost,4
2025-10-01,Copaxone,TER-16,64,75.451195,29.18639373779297,128.00142326354978,-11.451194763183594,11.451194763183594,XGBoost,4
2025-11-01,Copaxone,TER-16,55,68.63493,31.278498840332034,121.463117980957,-13.634933471679688,13.634933471679688,XGBoost,4
2025-12-01,Copaxone,TER-16,93,63.175175,24.381911849975587,117.18783531188963,29.824825286865234,29.824825286865234,XGBoost,4
2025-05-01,Copaxone,TER-17,48,61.12199,20.95746841430664,119.6095405578613,-13.121990203857422,13.121990203857422,XGBoost,4
2025-06-01,Copaxone,TER-17,51,60.258354,21.792137145996094,115.12420387268065,-9.258354187011719,9.258354187011719,XGBoost,4
2025-07-01,Copaxone,TER-17,38,52.182903,14.981572341918948,101.92413253784179,-14.182903289794922,14.182903289794922,XGBoost,4
2025-08-01,Copaxone,TER-17,43,49.978146,11.451120758056641,103.93889503479004,-6.978145599365234,6.978145599365234,XGBoost,4
2025-09-01,Copaxone,TER-17,44,54.286552,14.253746032714846,109.85100479125977,-10.286552429199219,10.286552429199219,XGBoost,4
2025-10-01,Copaxone,TER-17,63,54.252823,17.441564559936523,106.829376220703,8.747177124023438,8.747177124023438,XGBoost,4
2025-11-01,Copaxone,TER-17,64,58.599045,18.7424072265625,116.23144607543942,5.4009552001953125,5.4009552001953125,XGBoost,4
2025-12-01,Copaxone,TER-17,81,58.533916,16.086237335205077,112.67015743255607,22.466083526611328,22.466083526611328,XGBoost,4
2025-05-01,Copaxone,TER-18,69,62.133106,22.547005462646492,109.89488563537593,6.866893768310547,6.866893768310547,XGBoost,4
2025-06-01,Copaxone,TER-18,63,83.1099,38.77874069213867,136.58966255187985,-20.109901428222656,20.109901428222656,XGBoost,4
2025-07-01,Copaxone,TER-18,39,63.127663,21.89196357727051,117.64906196594235,-24.127662658691406,24.127662658691406,XGBoost,4
2025-08-01,Copaxone,TER-18,65,54.355904,16.062863159179688,108.41371822357176,10.644096374511719,10.644096374511719,XGBoost,4
2025-09-01,Copaxone,TER-18,56,64.960464,27.21471633911133,113.76994628906247,-8.960464477539062,8.960464477539062,XGBoost,4
2025-10-01,Copaxone,TER-18,71,60.803238,23.97886848449707,110.19795150756835,10.196762084960938,10.196762084960938,XGBoost,4
2025-11-01,Copaxone,TER-18,54,66.317474,26.473072052001953,123.91288757324219,-12.317474365234375,12.317474365234375,XGBoost,4
2025-12-01,Copaxone,TER-18,49,67.05866,24.601195526123046,122.02537231445311,-18.05866241455078,18.05866241455078,XGBoost,4
2025-05-01,Copaxone,TER-19,41,48.218864,9.634045791625978,99.87242126464842,-7.218864440917969,7.218864440917969,XGBoost,4
2025-06-01,Copaxone,TER-19,59,60.87101,22.343320465087892,112.22556076049803,-1.8710098266601562,1.8710098266601562,XGBoost,4
2025-07-01,Copaxone,TER-19,32,55.17705,15.340716552734374,117.23523864746092,-23.177051544189453,23.177051544189453,XGBoost,4
2025-08-01,Copaxone,TER-19,59,51.471268,13.57392578125,99.86963424682612,7.5287322998046875,7.5287322998046875,XGBoost,4
2025-09-01,Copaxone,TER-19,53,51.771896,15.640719223022462,104.61736145019526,1.2281036376953125,1.2281036376953125,XGBoost,4
2025-10-01,Copaxone,TER-19,47,52.579597,14.654452514648439,105.62466545104978,-5.579597473144531,5.579597473144531,XGBoost,4
2025-11-01,Copaxone,TER-19,73,59.103893,22.231106948852542,112.69998664855953,13.896106719970703,13.896106719970703,XGBoost,4
2025-12-01,Copaxone,TER-19,89,55.85512,12.623498916625978,113.00593032836913,33.14487838745117,33.14487838745117,XGBoost,4
2025-05-01,Copaxone,TER-20,55,64.001724,23.599273681640625,117.52157592773432,-9.001724243164062,9.001724243164062,XGBoost,4
2025-06-01,Copaxone,TER-20,49,76.33208,36.886074447631835,126.43849067687985,-27.332077026367188,27.332077026367188,XGBoost,4
2025-07-01,Copaxone,TER-20,52,51.92192,15.30563888549805,98.71107482910156,0.0780792236328125,0.0780792236328125,XGBoost,4
2025-08-01,Copaxone,TER-20,56,52.772377,13.417289733886719,110.16896514892578,3.2276229858398438,3.2276229858398438,XGBoost,4
2025-09-01,Copaxone,TER-20,74,55.461845,12.248681640625,107.44174652099608,18.53815460205078,18.53815460205078,XGBoost,4
2025-10-01,Copaxone,TER-20,55,62.212227,16.41923828125,111.94232902526855,-7.212226867675781,7.212226867675781,XGBoost,4
2025-11-01,Copaxone,TER-20,77,61.194912,21.33827438354492,111.28934173583983,15.80508804321289,15.80508804321289,XGBoost,4
2025-12-01,Copaxone,TER-20,85,61.118084,17.77756690979004,112.31261978149413,23.881916046142578,23.881916046142578,XGBoost,4
2025-05-01,Crestor,TER-01,228,193.21706,146.73858795166015,238.2762924194336,34.78294372558594,34.78294372558594,XGBoost,4
2025-06-01,Crestor,TER-01,202,197.19249,151.29364089965821,249.06351318359376,4.8075103759765625,4.8075103759765625,XGBoost,4
2025-07-01,Crestor,TER-01,171,227.55579,189.18438720703125,282.52249603271486,-56.5557861328125,56.5557861328125,XGBoost,4
2025-08-01,Crestor,TER-01,158,181.5481,134.85208396911622,245.6610221862793,-23.548095703125,23.548095703125,XGBoost,4
2025-09-01,Crestor,TER-01,197,203.2362,159.9226444244385,256.2765663146972,-6.2362060546875,6.2362060546875,XGBoost,4
2025-10-01,Crestor,TER-01,282,195.15355,152.4942855834961,247.54653015136716,86.84645080566406,86.84645080566406,XGBoost,4
2025-11-01,Crestor,TER-01,271,211.72096,165.24310989379882,263.4731033325195,59.27903747558594,59.27903747558594,XGBoost,4
2025-12-01,Crestor,TER-01,238,223.33554,185.05249404907227,272.96942138671875,14.664459228515625,14.664459228515625,XGBoost,4
2025-05-01,Crestor,TER-02,180,182.50204,143.9954071044922,233.7863384246826,-2.502044677734375,2.502044677734375,XGBoost,4
2025-06-01,Crestor,TER-02,239,224.49559,181.9268440246582,282.6772979736328,14.504409790039062,14.504409790039062,XGBoost,4
2025-07-01,Crestor,TER-02,115,163.5266,123.23107299804688,216.33066520690917,-48.52659606933594,48.52659606933594,XGBoost,4
2025-08-01,Crestor,TER-02,232,169.63455,124.54164123535156,223.62186431884766,62.365447998046875,62.365447998046875,XGBoost,4
2025-09-01,Crestor,TER-02,230,170.8741,133.15615844726562,222.06663513183594,59.12590026855469,59.12590026855469,XGBoost,4
2025-10-01,Crestor,TER-02,254,162.2672,130.96309967041014,219.04044342041016,91.73280334472656,91.73280334472656,XGBoost,4
2025-11-01,Crestor,TER-02,153,167.43893,121.25126571655274,221.54155273437493,-14.438934326171875,14.438934326171875,XGBoost,4
2025-12-01,Crestor,TER-02,229,212.04044,168.75023651123047,264.4729232788086,16.959564208984375,16.959564208984375,XGBoost,4
2025-05-01,Crestor,TER-03,202,171.78987,133.12283325195312,221.26987380981436,30.210128784179688,30.210128784179688,XGBoost,4
2025-06-01,Crestor,TER-03,212,197.32483,155.43243179321288,245.69873733520507,14.6751708984375,14.6751708984375,XGBoost,4
2025-07-01,Crestor,TER-03,107,186.8816,146.92451858520508,241.9446376800537,-79.88160705566406,79.88160705566406,XGBoost,4
2025-08-01,Crestor,TER-03,114,164.18974,127.01983337402343,216.74615783691405,-50.18974304199219,50.18974304199219,XGBoost,4
2025-09-01,Crestor,TER-03,135,171.81436,134.32153358459473,228.76196746826167,-36.814361572265625,36.814361572265625,XGBoost,4
2025-10-01,Crestor,TER-03,242,190.4221,147.2916187286377,243.4624641418457,51.57789611816406,51.57789611816406,XGBoost,4
2025-11-01,Crestor,TER-03,135,154.22723,114.37527961730957,209.0091941833496,-19.22723388671875,19.22723388671875,XGBoost,4
2025-12-01,Crestor,TER-03,139,203.39268,159.64704780578614,256.84735107421875,-64.39268493652344,64.39268493652344,XGBoost,4
2025-05-01,Crestor,TER-04,131,176.0347,138.1191604614258,221.70654296875,-45.034698486328125,45.034698486328125,XGBoost,4
2025-06-01,Crestor,TER-04,290,211.34756,176.88071327209474,265.7404634475708,78.65243530273438,78.65243530273438,XGBoost,4
2025-07-01,Crestor,TER-04,123,137.40082,94.05910911560059,187.16468429565427,-14.40081787109375,14.40081787109375,XGBoost,4
2025-08-01,Crestor,TER-04,176,181.56003,141.32005615234377,239.179093170166,-5.560028076171875,5.560028076171875,XGBoost,4
2025-09-01,Crestor,TER-04,257,168.05104,124.84544143676757,221.52488403320302,88.94895935058594,88.94895935058594,XGBoost,4
2025-10-01,Crestor,TER-04,218,178.78673,142.69111175537108,230.51253128051758,39.21327209472656,39.21327209472656,XGBoost,4
2025-11-01,Crestor,TER-04,226,192.90274,164.13878021240234,244.21123008728026,33.097259521484375,33.097259521484375,XGBoost,4
2025-12-01,Crestor,TER-04,204,178.2094,139.83799743652344,232.61736221313473,25.790603637695312,25.790603637695312,XGBoost,4
2025-05-01,Crestor,TER-05,167,154.66476,115.87083702087402,204.36311950683594,12.335235595703125,12.335235595703125,XGBoost,4
2025-06-01,Crestor,TER-05,224,204.05399,164.20203132629393,253.57138214111316,19.946014404296875,19.946014404296875,XGBoost,4
2025-07-01,Crestor,TER-05,115,153.48434,110.72245559692382,200.85165042877188,-38.484344482421875,38.484344482421875,XGBoost,4
2025-08-01,Crestor,TER-05,132,152.80673,108.63340950012207,207.20497436523436,-20.806732177734375,20.806732177734375,XGBoost,4
2025-09-01,Crestor,TER-05,183,191.85667,149.87258682250976,244.0426845550537,-8.856674194335938,8.856674194335938,XGBoost,4
2025-10-01,Crestor,TER-05,113,163.7669,121.82826309204101,215.7468078613281,-50.76690673828125,50.76690673828125,XGBoost,4
2025-11-01,Crestor,TER-05,152,157.69351,110.07856140136718,209.41462745666504,-5.693511962890625,5.693511962890625,XGBoost,4
2025-12-01,Crestor,TER-05,166,190.45164,156.318204498291,244.83267517089843,-24.451644897460938,24.451644897460938,XGBoost,4
2025-05-01,Crestor,TER-06,149,168.33014,129.84788856506347,220.1713497161865,-19.33013916015625,19.33013916015625,XGBoost,4
2025-06-01,Crestor,TER-06,173,164.37126,121.16341934204101,215.2932029724121,8.628738403320312,8.628738403320312,XGBoost,4
2025-07-01,Crestor,TER-06,117,115.17882,77.84353103637696,167.3886909484863,1.8211822509765625,1.8211822509765625,XGBoost,4
2025-08-01,Crestor,TER-06,99,124.94847,89.31377944946288,183.35197296142573,-25.948471069335938,25.948471069335938,XGBoost,4
2025-09-01,Crestor,TER-06,208,150.66087,105.4747413635254,205.52400856018065,57.33912658691406,57.33912658691406,XGBoost,4
2025-10-01,Crestor,TER-06,154,150.04637,113.50513572692871,203.06947402954097,3.9536285400390625,3.9536285400390625,XGBoost,4
2025-11-01,Crestor,TER-06,111,158.60544,118.19831237792968,214.1686553955078,-47.605438232421875,47.605438232421875,XGBoost,4
2025-12-01,Crestor,TER-06,135,165.37825,129.1143772125244,216.62877235412594,-30.378250122070312,30.378250122070312,XGBoost,4
2025-05-01,Crestor,TER-07,128,146.71077,103.58028450012208,199.75583763122557,-18.710769653320312,18.710769653320312,XGBoost,4
2025-06-01,Crestor,TER-07,186,159.22018,123.08448371887208,218.92190551757812,26.779815673828125,26.779815673828125,XGBoost,4
2025-07-01,Crestor,TER-07,140,131.16505,88.52667846679688,181.3302009582519,8.834945678710938,8.834945678710938,XGBoost,4
2025-08-01,Crestor,TER-07,103,147.82188,110.04478797912599,191.59371757507324,-44.82188415527344,44.82188415527344,XGBoost,4
2025-09-01,Crestor,TER-07,130,151.93816,113.44953079223633,203.16493797302243,-21.938156127929688,21.938156127929688,XGBoost,4
2025-10-01,Crestor,TER-07,117,156.45624,120.84449768066406,214.49889602661128,-39.45623779296875,39.45623779296875,XGBoost,4
2025-11-01,Crestor,TER-07,134,163.57582,122.01589965820312,215.31302337646483,-29.575820922851562,29.575820922851562,XGBoost,4
2025-12-01,Crestor,TER-07,147,158.1324,121.5545810699463,222.9343578338623,-11.132400512695312,11.132400512695312,XGBoost,4
2025-05-01,Crestor,TER-08,110,148.1094,109.53536224365234,201.6582260131836,-38.109405517578125,38.109405517578125,XGBoost,4
2025-06-01,Crestor,TER-08,119,150.83482,115.43733215332031,203.68808135986322,-31.834823608398438,31.834823608398438,XGBoost,4
2025-07-01,Crestor,TER-08,115,131.02751,88.02812843322754,188.4240997314453,-16.027511596679688,16.027511596679688,XGBoost,4
2025-08-01,Crestor,TER-08,167,133.54146,97.25743560791015,181.43549575805662,33.45854187011719,33.45854187011719,XGBoost,4
2025-09-01,Crestor,TER-08,175,141.86372,101.63472442626953,196.37120666503904,33.13627624511719,33.13627624511719,XGBoost,4
2025-10-01,Crestor,TER-08,153,155.61989,113.64266586303711,203.27808074951173,-2.6198883056640625,2.6198883056640625,XGBoost,4
2025-11-01,Crestor,TER-08,134,158.9357,122.67182655334473,216.554825592041,-24.935699462890625,24.935699462890625,XGBoost,4
2025-12-01,Crestor,TER-08,140,162.90918,126.82086563110352,214.10173416137695,-22.9091796875,22.9091796875,XGBoost,4
2025-05-01,Crestor,TER-09,128,142.0997,96.30034790039062,194.65611572265624,-14.099700927734375,14.099700927734375,XGBoost,4
2025-06-01,Crestor,TER-09,182,161.88136,124.56736640930175,216.83421325683594,20.118637084960938,20.118637084960938,XGBoost,4
2025-07-01,Crestor,TER-09,142,138.23827,100.63801574707031,184.96137390136715,3.7617340087890625,3.7617340087890625,XGBoost,4
2025-08-01,Crestor,TER-09,83,167.00204,125.76634559631347,218.2863384246826,-84.00204467773438,84.00204467773438,XGBoost,4
2025-09-01,Crestor,TER-09,161,138.7211,101.17091369628906,191.268635559082,22.278900146484375,22.278900146484375,XGBoost,4
2025-10-01,Crestor,TER-09,200,160.06905,119.90452423095704,215.67558650970457,39.93095397949219,39.93095397949219,XGBoost,4
2025-11-01,Crestor,TER-09,121,141.9411,98.24624099731446,194.51707000732418,-20.94110107421875,20.94110107421875,XGBoost,4
2025-12-01,Crestor,TER-09,150,147.15372,107.11732482910156,199.32994842529297,2.846282958984375,2.846282958984375,XGBoost,4
2025-05-01,Crestor,TER-10,148,135.62341,102.28318786621094,193.0223232269287,12.3765869140625,12.3765869140625,XGBoost,4
2025-06-01,Crestor,TER-10,147,195.12173,152.6958465576172,245.70191726684564,-48.121734619140625,48.121734619140625,XGBoost,4
2025-07-01,Crestor,TER-10,114,149.54175,112.40468673706056,206.31499481201172,-35.541748046875,35.541748046875,XGBoost,4
2025-08-01,Crestor,TER-10,102,127.87812,85.52393341064453,179.6037712097168,-25.87812042236328,25.87812042236328,XGBoost,4
2025-09-01,Crestor,TER-10,190,154.49837,112.5551643371582,209.45088653564446,35.50163269042969,35.50163269042969,XGBoost,4
2025-10-01,Crestor,TER-10,149,134.92154,90.49556045532228,186.56362342834473,14.078460693359375,14.078460693359375,XGBoost,4
2025-11-01,Crestor,TER-10,214,159.31726,113.4777816772461,214.61888580322264,54.6827392578125,54.6827392578125,XGBoost,4
2025-12-01,Crestor,TER-10,147,157.49866,115.92776336669922,211.31093292236326,-10.4986572265625,10.4986572265625,XGBoost,4
2025-05-01,Crestor,TER-11,178,145.00218,104.663862991333,198.46155586242676,32.99781799316406,32.99781799316406,XGBoost,4
2025-06-01,Crestor,TER-11,229,180.953,141.57389450073242,228.66209564208984,48.0469970703125,48.0469970703125,XGBoost,4
2025-07-01,Crestor,TER-11,125,133.31635,87.12867660522461,179.6001884460449,-8.31634521484375,8.31634521484375,XGBoost,4
2025-08-01,Crestor,TER-11,108,159.07928,121.79635353088379,206.36654930114744,-51.07928466796875,51.07928466796875,XGBoost,4
2025-09-01,Crestor,TER-11,183,150.49367,113.32964324951172,201.7750473022461,32.50633239746094,32.50633239746094,XGBoost,4
2025-10-01,Crestor,TER-11,169,141.72818,101.22446060180664,196.2621368408203,27.271820068359375,27.271820068359375,XGBoost,4
2025-11-01,Crestor,TER-11,149,170.16805,131.3279037475586,222.56373291015623,-21.168045043945312,21.168045043945312,XGBoost,4
2025-12-01,Crestor,TER-11,151,177.0718,137.1576690673828,229.03106689453125,-26.071792602539062,26.071792602539062,XGBoost,4
2025-05-01,Crestor,TER-12,162,136.79408,94.09346771240234,186.18879623413085,25.205917358398438,25.205917358398438,XGBoost,4
2025-06-01,Crestor,TER-12,162,161.41663,119.6303726196289,217.42433795928952,0.5833740234375,0.5833740234375,XGBoost,4
2025-07-01,Crestor,TER-12,118,137.75223,95.79840393066407,190.58041229248045,-19.752227783203125,19.752227783203125,XGBoost,4
2025-08-01,Crestor,TER-12,91,137.69206,99.94009399414062,189.42657051086425,-46.69206237792969,46.69206237792969,XGBoost,4
2025-09-01,Crestor,TER-12,142,143.72981,103.44816284179687,189.998225402832,-1.7298126220703125,1.7298126220703125,XGBoost,4
2025-10-01,Crestor,TER-12,123,132.02274,94.22293701171876,189.619140625,-9.022735595703125,9.022735595703125,XGBoost,4
2025-11-01,Crestor,TER-12,120,139.4477,93.5982276916504,194.71424770355222,-19.44769287109375,19.44769287109375,XGBoost,4
2025-12-01,Crestor,TER-12,207,142.81583,100.15555343627929,197.2087251663208,64.18417358398438,64.18417358398438,XGBoost,4
2025-05-01,Crestor,TER-13,134,136.68246,98.75345001220703,195.75274810791015,-2.682464599609375,2.682464599609375,XGBoost,4
2025-06-01,Crestor,TER-13,130,155.03566,116.50863494873047,202.78208541870114,-25.035659790039062,25.035659790039062,XGBoost,4
2025-07-01,Crestor,TER-13,136,118.86302,79.94797439575196,171.41055641174316,17.136978149414062,17.136978149414062,XGBoost,4
2025-08-01,Crestor,TER-13,76,119.81683,81.54047775268555,174.21373920440672,-43.81683349609375,43.81683349609375,XGBoost,4
2025-09-01,Crestor,TER-13,201,142.78162,99.46732749938965,195.686058807373,58.2183837890625,58.2183837890625,XGBoost,4
2025-10-01,Crestor,TER-13,165,143.87051,101.50289916992188,205.2417755126953,21.129486083984375,21.129486083984375,XGBoost,4
2025-11-01,Crestor,TER-13,134,151.49214,111.5940658569336,203.3157196044922,-17.492141723632812,17.492141723632812,XGBoost,4
2025-12-01,Crestor,TER-13,136,160.94626,125.87850646972656,220.82723999023438,-24.946258544921875,24.946258544921875,XGBoost,4
2025-05-01,Crestor,TER-14,116,120.97382,79.0004768371582,180.12169342041014,-4.973823547363281,4.973823547363281,XGBoost,4
2025-06-01,Crestor,TER-14,117,127.38764,84.15664253234864,180.2624500274658,-10.387641906738281,10.387641906738281,XGBoost,4
2025-07-01,Crestor,TER-14,97,112.42661,74.85032119750977,173.56401596069327,-15.426612854003906,15.426612854003906,XGBoost,4
2025-08-01,Crestor,TER-14,127,135.85596,95.97180519104005,187.50272903442382,-8.85595703125,8.85595703125,XGBoost,4
2025-09-01,Crestor,TER-14,176,120.61391,80.68197097778321,170.2672191619873,55.38609313964844,55.38609313964844,XGBoost,4
2025-10-01,Crestor,TER-14,99,123.24213,84.78804244995118,178.90771636962884,-24.24212646484375,24.24212646484375,XGBoost,4
2025-11-01,Crestor,TER-14,126,141.14543,108.09053649902344,197.17703037261956,-15.145431518554688,15.145431518554688,XGBoost,4
2025-12-01,Crestor,TER-14,192,141.2487,105.41761283874511,196.83177471160886,50.75129699707031,50.75129699707031,XGBoost,4
2025-05-01,Crestor,TER-15,87,121.39804,84.84710273742675,169.15783119201654,-34.398040771484375,34.398040771484375,XGBoost,4
2025-06-01,Crestor,TER-15,112,158.02412,119.084228515625,208.58339233398434,-46.02412414550781,46.02412414550781,XGBoost,4
2025-07-01,Crestor,TER-15,132,132.43704,87.63951110839844,184.19329109191892,-0.437042236328125,0.437042236328125,XGBoost,4
2025-08-01,Crestor,TER-15,98,154.2562,109.09301452636718,203.53108749389648,-56.256195068359375,56.256195068359375,XGBoost,4
2025-09-01,Crestor,TER-15,151,122.80117,76.31468315124512,182.13008460998532,28.198829650878906,28.198829650878906,XGBoost,4
2025-10-01,Crestor,TER-15,126,154.4161,122.35925254821778,207.98531494140624,-28.416107177734375,28.416107177734375,XGBoost,4
2025-11-01,Crestor,TER-15,117,127.75876,92.15202674865722,181.71686172485352,-10.758758544921875,10.758758544921875,XGBoost,4
2025-12-01,Crestor,TER-15,133,140.18814,102.18171691894531,195.2434314727783,-7.188140869140625,7.188140869140625,XGBoost,4
2025-05-01,Crestor,TER-16,126,145.21486,103.26185302734375,196.56940994262695,-19.214859008789062,19.214859008789062,XGBoost,4
2025-06-01,Crestor,TER-16,209,144.4983,108.75494613647462,205.90278396606442,64.50169372558594,64.50169372558594,XGBoost,4
2025-07-01,Crestor,TER-16,81,132.12135,89.42073822021484,185.09643478393554,-51.12135314941406,51.12135314941406,XGBoost,4
2025-08-01,Crestor,TER-16,100,115.942184,76.49617919921874,165.65755882263184,-15.942184448242188,15.942184448242188,XGBoost,4
2025-09-01,Crestor,TER-16,194,141.82521,104.2750244140625,194.4011795043945,52.17478942871094,52.17478942871094,XGBoost,4
2025-10-01,Crestor,TER-16,186,145.30388,106.83376121520996,195.9664413452148,40.69612121582031,40.69612121582031,XGBoost,4
2025-11-01,Crestor,TER-16,157,139.25151,99.26390037536622,191.2614608764648,17.748489379882812,17.748489379882812,XGBoost,4
2025-12-01,Crestor,TER-16,135,135.1404,93.24721832275391,191.91364288330078,-0.1403961181640625,0.1403961181640625,XGBoost,4
2025-05-01,Crestor,TER-17,147,117.425156,81.64551010131837,168.6443328857422,29.574844360351562,29.574844360351562,XGBoost,4
2025-06-01,Crestor,TER-17,172,120.90022,83.68167343139649,179.29716682434076,51.09977722167969,51.09977722167969,XGBoost,4
2025-07-01,Crestor,TER-17,135,107.83053,69.27799072265626,161.3642963409423,27.169471740722656,27.169471740722656,XGBoost,4
2025-08-01,Crestor,TER-17,114,123.19266,77.61041870117188,177.6027681350708,-9.192657470703125,9.192657470703125,XGBoost,4
2025-09-01,Crestor,TER-17,87,116.921776,76.42581939697266,170.73098831176756,-29.921775817871094,29.921775817871094,XGBoost,4
2025-10-01,Crestor,TER-17,109,132.97401,89.76841506958007,182.4046966552734,-23.974014282226562,23.974014282226562,XGBoost,4
2025-11-01,Crestor,TER-17,166,135.14452,97.38463821411133,193.62289886474608,30.855484008789062,30.855484008789062,XGBoost,4
2025-12-01,Crestor,TER-17,140,113.773125,78.01467170715333,163.9168361663818,26.22687530517578,26.22687530517578,XGBoost,4
2025-05-01,Crestor,TER-18,163,123.5307,84.94501342773438,177.91061305999756,39.46929931640625,39.46929931640625,XGBoost,4
2025-06-01,Crestor,TER-18,104,133.51735,93.44391632080078,185.41953086853025,-29.517349243164062,29.517349243164062,XGBoost,4
2025-07-01,Crestor,TER-18,98,113.20783,66.03133392333984,161.4511295318603,-15.207832336425781,15.207832336425781,XGBoost,4
2025-08-01,Crestor,TER-18,113,119.66019,81.17793617248535,170.85274124145508,-6.660186767578125,6.660186767578125,XGBoost,4
2025-09-01,Crestor,TER-18,108,111.993484,73.41483650207519,160.65789031982422,-3.9934844970703125,3.9934844970703125,XGBoost,4
2025-10-01,Crestor,TER-18,113,129.25475,92.08483581542968,182.10999946594237,-16.254745483398438,16.254745483398438,XGBoost,4
2025-11-01,Crestor,TER-18,129,128.8694,94.98330764770508,183.9061050415039,0.1305999755859375,0.1305999755859375,XGBoost,4
2025-12-01,Crestor,TER-18,97,109.809074,71.32044906616211,166.95988311767576,-12.809074401855469,12.809074401855469,XGBoost,4
2025-05-01,Crestor,TER-19,117,114.00937,66.76185607910156,171.16290664672852,2.990631103515625,2.990631103515625,XGBoost,4
2025-06-01,Crestor,TER-19,160,133.00089,93.04551391601562,187.5762395858763,26.999114990234375,26.999114990234375,XGBoost,4
2025-07-01,Crestor,TER-19,98,105.396255,68.34671211242676,157.84817657470703,-7.3962554931640625,7.3962554931640625,XGBoost,4
2025-08-01,Crestor,TER-19,101,135.5427,92.32953033447265,193.1614994049072,-34.542694091796875,34.542694091796875,XGBoost,4
2025-09-01,Crestor,TER-19,171,125.04824,82.26509399414063,180.05969505310057,45.951759338378906,45.951759338378906,XGBoost,4
2025-10-01,Crestor,TER-19,87,140.9917,100.21827697753906,198.66821861267087,-53.99169921875,53.99169921875,XGBoost,4
2025-11-01,Crestor,TER-19,144,135.539,92.41016883850098,182.82626609802244,8.46099853515625,8.46099853515625,XGBoost,4
2025-12-01,Crestor,TER-19,98,143.7316,104.88581848144531,192.39722785949706,-45.731597900390625,45.731597900390625,XGBoost,4
2025-05-01,Crestor,TER-20,97,97.60429,56.04436492919922,149.79333038330077,-0.6042861938476562,0.6042861938476562,XGBoost,4
2025-06-01,Crestor,TER-20,153,122.927666,82.64396667480469,176.9632549285888,30.07233428955078,30.07233428955078,XGBoost,4
2025-07-01,Crestor,TER-20,97,113.85782,75.34384689331054,165.58576202392578,-16.857818603515625,16.857818603515625,XGBoost,4
2025-08-01,Crestor,TER-20,93,105.18874,61.85741195678712,167.15662918090817,-12.188743591308594,12.188743591308594,XGBoost,4
2025-09-01,Crestor,TER-20,155,115.82617,77.2411491394043,168.00240325927734,39.173828125,39.173828125,XGBoost,4
2025-10-01,Crestor,TER-20,102,130.29346,87.0372817993164,179.71228981018064,-28.29345703125,28.29345703125,XGBoost,4
2025-11-01,Crestor,TER-20,113,113.368744,70.13712120056152,166.39072608947748,-0.368743896484375,0.368743896484375,XGBoost,4
2025-12-01,Crestor,TER-20,161,124.092545,78.03622436523438,176.46738929748534,36.90745544433594,36.90745544433594,XGBoost,4
2025-05-01,Enbrel,TER-01,49,65.97805,30.22284698486328,117.87052917480466,-16.978050231933594,16.978050231933594,XGBoost,4
2025-06-01,Enbrel,TER-01,97,68.24994,30.334400939941407,120.0031539916992,28.75006103515625,28.75006103515625,XGBoost,4
2025-07-01,Enbrel,TER-01,50,61.87585,20.2390079498291,113.76750106811521,-11.875850677490234,11.875850677490234,XGBoost,4
2025-08-01,Enbrel,TER-01,42,52.35239,6.642810821533204,106.40958023071288,-10.35239028930664,10.35239028930664,XGBoost,4
2025-09-01,Enbrel,TER-01,92,59.39033,19.434960174560548,111.5763416290283,32.60966873168945,32.60966873168945,XGBoost,4
2025-10-01,Enbrel,TER-01,60,75.552,29.075225830078125,127.37771987915039,-15.552001953125,15.552001953125,XGBoost,4
2025-11-01,Enbrel,TER-01,79,62.109543,16.111610412597656,116.0889331817627,16.890457153320312,16.890457153320312,XGBoost,4
2025-12-01,Enbrel,TER-01,66,61.365353,18.053952026367188,112.64673233032227,4.634647369384766,4.634647369384766,XGBoost,4
2025-05-01,Enbrel,TER-02,73,59.532684,19.111685180664065,110.77476692199703,13.467315673828125,13.467315673828125,XGBoost,4
2025-06-01,Enbrel,TER-02,66,63.331493,15.754349517822266,118.62537841796875,2.668506622314453,2.668506622314453,XGBoost,4
