year_month,drug_name,territory_id,units_sold,revenue,n_transactions,avg_unit_price,month,quarter,year,day_of_week,is_quarter_end,lag_1,lag_3,lag_6,rolling_mean_3,rolling_std_3,drug_encoded,territory_encoded,xgb_pred,fold,actual,predicted,lower_bound,upper_bound,residual,absolute_error,model,forecast_window
2025-07-01,Enbrel,TER-07,29,80937.27,4,2816.52,7,3,2025,1,0,62.0,47.0,38.0,51.66666666666666,8.96288643983252,4,6,41.889137,4,29,41.889137,7.803491210937503,92.02086486816404,-12.889137268066406,12.889137268066406,XGBoost,4
2025-08-01,Enbrel,TER-07,33,89827.67,4,2723.6025,8,3,2025,4,0,29.0,46.0,56.0,45.66666666666666,16.502525059315424,4,6,45.76267,4,33,45.76267,6.94484100341797,96.32062377929684,-12.76266860961914,12.76266860961914,XGBoost,4
2025-09-01,Enbrel,TER-07,52,140649.8,4,2711.5225,9,3,2025,0,0,33.0,62.0,43.0,41.333333333333336,18.0092568789868,4,6,42.46228,4,52,42.46228,0.0,94.35468292236327,9.5377197265625,9.5377197265625,XGBoost,4
2025-10-01,Enbrel,TER-07,64,181969.44,4,2872.49,10,4,2025,2,0,52.0,29.0,47.0,38.0,12.288205727444506,4,6,46.75919,4,64,46.75919,0.0,96.1420181274414,17.24081039428711,17.24081039428711,XGBoost,4
2025-11-01,Enbrel,TER-07,47,129706.26,3,2757.3,11,4,2025,5,0,64.0,33.0,46.0,49.66666666666666,15.63116545025782,4,6,54.057877,4,47,54.057877,19.64313888549805,103.70252571105956,-7.0578765869140625,7.0578765869140625,XGBoost,4
2025-12-01,Enbrel,TER-07,66,187466.91,2,2811.495,12,4,2025,0,0,47.0,52.0,62.0,54.333333333333336,8.736894948054145,4,6,50.046814,4,66,50.046814,15.30399856567383,107.71367378234861,15.95318603515625,15.95318603515625,XGBoost,4
2025-05-01,Enbrel,TER-08,41,112939.44,2,2821.125,5,2,2025,3,0,60.0,37.0,41.0,53.66666666666666,14.571661996262936,4,7,50.05012,4,41,50.05012,6.670195007324219,99.32431106567383,-9.050121307373047,9.050121307373047,XGBoost,4
2025-06-01,Enbrel,TER-08,57,158524.98,1,2781.14,6,2,2025,6,0,41.0,64.0,46.0,55.0,12.288205727444517,4,7,57.690975,4,57,57.690975,14.47843475341797,109.54279327392575,-0.6909751892089844,0.6909751892089844,XGBoost,4
2025-07-01,Enbrel,TER-08,37,99070.46,1,2677.58,7,3,2025,1,0,57.0,60.0,56.0,52.66666666666666,10.21436896402972,4,7,48.4993,4,37,48.4993,9.558538436889657,98.39429702758785,-11.499298095703125,11.499298095703125,XGBoost,4
2025-08-01,Enbrel,TER-08,54,154501.02,1,2861.13,8,3,2025,4,0,37.0,41.0,37.0,45.0,10.583005244258372,4,7,48.35552,4,54,48.35552,12.06286697387696,99.59092330932616,5.644481658935547,5.644481658935547,XGBoost,4
2025-09-01,Enbrel,TER-08,63,175710.5,4,2763.915,9,3,2025,0,0,54.0,57.0,64.0,49.333333333333336,10.785793124908968,4,7,47.94141,4,63,47.94141,4.784983444213869,94.11138496398921,15.058589935302734,15.058589935302734,XGBoost,4
2025-10-01,Enbrel,TER-08,59,173856.48,1,2946.72,10,4,2025,2,0,63.0,37.0,60.0,51.333333333333336,13.20353488022558,4,7,53.753815,4,59,53.753815,10.407575988769532,100.22633056640616,5.246185302734375,5.246185302734375,XGBoost,4
2025-11-01,Enbrel,TER-08,59,177246.62,1,3004.18,11,4,2025,5,0,59.0,54.0,41.0,58.66666666666666,4.50924975282291,4,7,54.369247,4,59,54.369247,17.5579891204834,109.32357597351074,4.6307525634765625,4.6307525634765625,XGBoost,4
2025-12-01,Enbrel,TER-08,53,142852.21,3,2718.32,12,4,2025,0,0,59.0,63.0,57.0,60.333333333333336,2.3094010767585367,4,7,45.75581,4,53,45.75581,11.32871246337891,95.82956542968749,7.244190216064453,7.244190216064453,XGBoost,4
2025-05-01,Enbrel,TER-09,36,96913.08,1,2692.03,5,2,2025,3,0,51.0,38.0,49.0,46.0,7.000000000000009,4,8,47.54373,4,36,47.54373,12.146503829956055,103.17991180419915,-11.543731689453125,11.543731689453125,XGBoost,4
2025-06-01,Enbrel,TER-09,56,154999.72,3,2761.7533333333336,6,2,2025,6,0,36.0,49.0,43.0,45.333333333333336,8.144527815247086,4,8,49.17644,4,56,49.17644,11.823261642456057,102.1687889099121,6.823558807373047,6.823558807373047,XGBoost,4
2025-07-01,Enbrel,TER-09,40,110561.34,4,2755.41,7,3,2025,1,0,56.0,51.0,40.0,47.66666666666666,10.408329997330672,4,8,41.043102,4,40,41.043102,0.0,94.10855751037593,-1.0431022644042969,1.0431022644042969,XGBoost,4
2025-08-01,Enbrel,TER-09,43,117710.4,4,2733.2775,8,3,2025,4,0,40.0,36.0,38.0,44.0,10.583005244258368,4,8,43.656204,4,43,43.656204,5.35635223388672,97.46429634094237,-0.6562042236328125,0.6562042236328125,XGBoost,4
2025-09-01,Enbrel,TER-09,50,147860.53,3,2908.613333333333,9,3,2025,0,0,43.0,56.0,49.0,46.333333333333336,8.50490054811539,4,8,42.21306,4,50,42.21306,2.3767261505126953,92.33319969177244,7.7869415283203125,7.7869415283203125,XGBoost,4
2025-10-01,Enbrel,TER-09,49,135615.43,3,2806.476666666667,10,4,2025,2,0,50.0,40.0,51.0,44.333333333333336,5.131601439446899,4,8,46.56325,4,49,46.56325,10.279228973388674,100.59884071350093,2.436748504638672,2.436748504638672,XGBoost,4
2025-11-01,Enbrel,TER-09,55,163533.7,1,2973.34,11,4,2025,5,0,49.0,43.0,36.0,47.333333333333336,3.785938897200202,4,8,48.679585,4,55,48.679585,7.108690643310547,106.30232620239255,6.320415496826172,6.320415496826172,XGBoost,4
2025-12-01,Enbrel,TER-09,66,182861.19,3,2779.92,12,4,2025,0,0,55.0,50.0,56.0,51.333333333333336,3.2145502536643398,4,8,45.68889,4,66,45.68889,7.969245910644531,100.18316650390625,20.311111450195312,20.311111450195312,XGBoost,4
2025-05-01,Enbrel,TER-10,53,144505.59999999998,4,2753.3075,5,2,2025,3,0,46.0,46.0,63.0,46.66666666666666,1.1547005383794775,4,9,47.35055,4,53,47.35055,1.2544860839843772,102.93847274780273,5.649448394775391,5.649448394775391,XGBoost,4
2025-06-01,Enbrel,TER-10,61,168449.67,1,2761.47,6,2,2025,6,0,53.0,48.0,52.0,49.0,3.6055512754640535,4,9,52.313816,4,61,52.313816,12.376415252685552,105.38039169311519,8.68618392944336,8.68618392944336,XGBoost,4
2025-07-01,Enbrel,TER-10,50,140828.99,4,2819.99,7,3,2025,1,0,61.0,46.0,66.0,53.333333333333336,7.505553499465157,4,9,48.360245,4,50,48.360245,3.208099365234375,100.10153770446776,1.6397552490234375,1.6397552490234375,XGBoost,4
2025-08-01,Enbrel,TER-10,44,127266.75,3,2924.113333333333,8,3,2025,4,0,50.0,53.0,46.0,54.66666666666666,5.686240703077354,4,9,51.444267,4,44,51.444267,9.575489044189453,105.24454498291016,-7.444267272949219,7.444267272949219,XGBoost,4
2025-09-01,Enbrel,TER-10,65,190333.89,4,2701.2775,9,3,2025,0,0,44.0,61.0,48.0,51.66666666666666,8.621678104251732,4,9,47.127846,4,65,47.127846,7.119673156738285,100.93593788146971,17.872154235839844,17.872154235839844,XGBoost,4
2025-10-01,Enbrel,TER-10,53,151736.28,4,2829.685,10,4,2025,2,0,65.0,50.0,46.0,53.0,10.816653826391986,4,9,53.352234,4,53,53.352234,12.888438796997074,105.75409393310544,-0.35223388671875,0.35223388671875,XGBoost,4
2025-11-01,Enbrel,TER-10,49,122940.02,1,2508.98,11,4,2025,5,0,53.0,44.0,53.0,54.0,10.535653752852758,4,9,61.718575,4,49,61.718575,22.33864402770996,116.48187561035155,-12.718574523925781,12.718574523925781,XGBoost,4
2025-12-01,Enbrel,TER-10,66,183985.91,3,2757.736666666666,12,4,2025,0,0,49.0,65.0,61.0,55.66666666666666,8.326663997864554,4,9,52.168945,4,66,52.168945,13.712840270996093,106.93224639892577,13.8310546875,13.8310546875,XGBoost,4
2025-05-01,Enbrel,TER-11,45,132071.09,2,2936.205,5,2,2025,3,0,56.0,49.0,50.0,58.333333333333336,10.692676621563637,4,10,50.062843,4,45,50.062843,13.435941314697269,106.86101150512692,-5.062843322753906,5.062843322753906,XGBoost,4
2025-06-01,Enbrel,TER-11,54,158471.72999999998,2,2931.445,6,2,2025,6,0,45.0,70.0,54.0,57.0,12.529964086141677,4,10,57.222023,4,54,57.222023,22.942234420776366,106.50880050659178,-3.2220230102539062,3.2220230102539062,XGBoost,4
2025-07-01,Enbrel,TER-11,30,85001.34,2,2868.985,7,3,2025,1,0,54.0,56.0,59.0,51.66666666666666,5.85946527708233,4,10,47.79011,4,30,47.79011,8.996848678588867,98.57576026916502,-17.790111541748047,17.790111541748047,XGBoost,4
2025-08-01,Enbrel,TER-11,32,85740.17,4,2755.3925,8,3,2025,4,0,30.0,45.0,49.0,43.0,12.124355652982148,4,10,44.57464,4,32,44.57464,0.0,90.02352523803708,-12.574638366699219,12.574638366699219,XGBoost,4
2025-09-01,Enbrel,TER-11,43,126355.07,1,2938.49,9,3,2025,0,0,32.0,54.0,70.0,38.66666666666666,13.316656236958792,4,10,47.47466,4,43,47.47466,4.345793533325195,98.71891021728513,-4.474658966064453,4.474658966064453,XGBoost,4
2025-10-01,Enbrel,TER-11,40,118086.97,2,2867.5950000000003,10,4,2025,2,0,43.0,30.0,56.0,35.0,7.000000000000007,4,10,47.990303,4,40,47.990303,9.399242782592774,100.96538467407227,-7.990303039550781,7.990303039550781,XGBoost,4
2025-11-01,Enbrel,TER-11,61,165721.75,1,2716.75,11,4,2025,5,0,40.0,32.0,45.0,38.333333333333336,5.686240703077336,4,10,54.07969,4,61,54.07969,15.714956665039066,110.92227172851561,6.920310974121094,6.920310974121094,XGBoost,4
2025-12-01,Enbrel,TER-11,56,153734.69,4,2811.1125,12,4,2025,0,0,61.0,43.0,54.0,48.0,11.35781669160055,4,10,42.6281,4,56,42.6281,6.771874618530275,100.35300064086911,13.371898651123047,13.371898651123047,XGBoost,4
2025-05-01,Enbrel,TER-12,39,105379.32,3,2695.863333333333,5,2,2025,3,0,49.0,39.0,44.0,54.0,18.027756377319943,4,11,43.6769,4,39,43.6769,5.0098609924316415,96.72196693420408,-4.676898956298828,4.676898956298828,XGBoost,4
2025-06-01,Enbrel,TER-12,63,179983.07,3,2839.976666666667,6,2,2025,6,0,39.0,74.0,65.0,54.0,18.027756377319943,4,11,50.869022,4,63,50.869022,13.963556289672857,103.2416618347168,12.130977630615234,12.130977630615234,XGBoost,4
2025-07-01,Enbrel,TER-12,48,137464.01,4,2875.5775000000003,7,3,2025,1,0,63.0,49.0,69.0,50.333333333333336,12.055427546683411,4,11,40.698467,4,48,40.698467,0.4066919326782239,94.09351539611814,7.301532745361328,7.301532745361328,XGBoost,4
2025-08-01,Enbrel,TER-12,39,111279.44,2,2848.86,8,3,2025,4,0,48.0,39.0,39.0,50.0,12.124355652982135,4,11,42.502926,4,39,42.502926,4.153562164306642,95.30083045959472,-3.5029258728027344,3.5029258728027344,XGBoost,4
2025-09-01,Enbrel,TER-12,64,176036.36,4,2738.36,9,3,2025,0,0,39.0,63.0,74.0,50.0,12.124355652982135,4,11,43.32844,4,64,43.32844,4.53198471069336,91.01975631713867,20.671558380126953,20.671558380126953,XGBoost,4
2025-10-01,Enbrel,TER-12,47,129593.3,3,2791.383333333333,10,4,2025,2,0,64.0,48.0,49.0,50.333333333333336,12.66227994214838,4,11,48.782635,4,47,48.782635,14.400228118896488,100.22476882934569,-1.7826347351074219,1.7826347351074219,XGBoost,4
2025-11-01,Enbrel,TER-12,36,98869.13,4,2837.665,11,4,2025,5,0,47.0,39.0,39.0,50.0,12.7671453348037,4,11,47.306934,4,36,47.306934,7.3912841796875,99.70262222290039,-11.306934356689453,11.306934356689453,XGBoost,4
2025-12-01,Enbrel,TER-12,53,150225.05,4,2818.03,12,4,2025,0,0,36.0,64.0,63.0,49.0,14.106735979665878,4,11,43.198658,4,53,43.198658,4.727367401123047,100.60420150756835,9.801342010498047,9.801342010498047,XGBoost,4
2025-05-01,Enbrel,TER-13,42,116948.12,4,2753.8425,5,2,2025,3,0,35.0,39.0,54.0,46.0,15.716233645501708,4,12,43.883392,4,42,43.883392,7.795078277587893,97.9644607543945,-1.883392333984375,1.883392333984375,XGBoost,4
2025-06-01,Enbrel,TER-13,36,102454.33,4,2876.5625,6,2,2025,6,0,42.0,64.0,34.0,47.0,15.132745950421551,4,12,44.659264,4,36,44.659264,6.074240875244142,94.7455062866211,-8.659263610839844,8.659263610839844,XGBoost,4
2025-07-01,Enbrel,TER-13,48,136838.55,4,2803.09,7,3,2025,1,0,36.0,35.0,58.0,37.66666666666666,3.785938897200171,4,12,40.298485,4,48,40.298485,2.017342376708986,93.36394004821773,7.701515197753906,7.701515197753906,XGBoost,4
2025-08-01,Enbrel,TER-13,47,128332.56,1,2730.48,8,3,2025,4,0,48.0,42.0,39.0,42.0,5.999999999999993,4,12,42.408672,4,47,42.408672,6.099847412109379,96.25685501098629,4.591327667236328,4.591327667236328,XGBoost,4
2025-09-01,Enbrel,TER-13,37,111082.95,2,2982.855,9,3,2025,0,0,47.0,36.0,64.0,43.66666666666666,6.658328118479387,4,12,40.917156,4,37,40.917156,0.0,89.68731460571287,-3.917156219482422,3.917156219482422,XGBoost,4
2025-10-01,Enbrel,TER-13,62,177949.92,1,2870.16,10,4,2025,2,0,37.0,48.0,35.0,44.0,6.082762530298214,4,12,48.041412,4,62,48.041412,9.104899978637704,96.82313632965085,13.958587646484375,13.958587646484375,XGBoost,4
2025-11-01,Enbrel,TER-13,42,113539.9,3,2692.98,11,4,2025,5,0,62.0,47.0,42.0,48.66666666666666,12.583057392117915,4,12,51.09733,4,42,51.09733,11.643255615234377,98.87916679382317,-9.097328186035156,9.097328186035156,XGBoost,4
2025-12-01,Enbrel,TER-13,40,107246.4,1,2681.16,12,4,2025,0,0,42.0,37.0,36.0,47.0,13.228756555322953,4,12,43.428833,4,40,43.428833,0.86370849609375,94.6908279418945,-3.4288330078125,3.4288330078125,XGBoost,4
2025-05-01,Enbrel,TER-14,47,130235.13,4,2734.3325,5,2,2025,3,0,31.0,31.0,35.0,42.66666666666666,20.2072594216369,4,13,42.46868,4,47,42.46868,4.102085494995124,101.53522491455078,4.531318664550781,4.531318664550781,XGBoost,4
2025-06-01,Enbrel,TER-14,54,155756.41999999998,3,2883.263333333334,6,2,2025,6,0,47.0,66.0,58.0,48.0,17.521415467935228,4,13,45.4459,4,54,45.4459,7.903299713134766,95.16973114013672,8.554100036621094,8.554100036621094,XGBoost,4
2025-07-01,Enbrel,TER-14,30,86471.92000000001,3,2884.8433333333337,7,3,2025,1,0,54.0,31.0,51.0,44.0,11.789826122551592,4,13,34.48087,4,30,34.48087,0.0,88.87777500152588,-4.480869293212891,4.480869293212891,XGBoost,4
2025-08-01,Enbrel,TER-14,33,91996.74,3,2811.41,8,3,2025,4,0,30.0,47.0,31.0,43.66666666666666,12.342339054382409,4,13,40.05446,4,33,40.05446,1.2117851257324248,94.06311225891112,-7.0544586181640625,7.0544586181640625,XGBoost,4
2025-09-01,Enbrel,TER-14,56,148360.81,4,2668.725,9,3,2025,0,0,33.0,54.0,66.0,39.0,13.076696830622016,4,13,43.23741,4,56,43.23741,4.7481216430664075,100.38822021484374,12.762588500976562,12.762588500976562,XGBoost,4
2025-10-01,Enbrel,TER-14,33,93901.29,4,2801.03,10,4,2025,2,0,56.0,30.0,31.0,39.66666666666666,14.224392195567908,4,13,38.61558,4,33,38.61558,0.0,89.9262111663818,-5.615581512451172,5.615581512451172,XGBoost,4
2025-11-01,Enbrel,TER-14,54,153457.68,2,2748.6,11,4,2025,5,0,33.0,33.0,47.0,40.66666666666666,13.279056191361388,4,13,46.702682,4,54,46.702682,4.760260009765626,99.26138534545896,7.2973175048828125,7.2973175048828125,XGBoost,4
2025-12-01,Enbrel,TER-14,69,206875.14,3,2978.113333333333,12,4,2025,0,0,54.0,56.0,54.0,47.66666666666666,12.741009902410925,4,13,39.25056,4,69,39.25056,0.0,83.67707595825192,29.749439239501953,29.749439239501953,XGBoost,4
2025-05-01,Enbrel,TER-15,46,126604.88,1,2752.28,5,2,2025,3,0,33.0,62.0,39.0,54.66666666666666,19.08751773629388,4,14,44.358906,4,46,44.358906,0.0,101.26729202270508,1.6410942077636719,1.6410942077636719,XGBoost,4
2025-06-01,Enbrel,TER-15,49,140190.18,4,2851.905,6,2,2025,6,0,46.0,69.0,34.0,49.333333333333336,18.230011885167087,4,14,42.53973,4,49,42.53973,3.9717243194580076,92.61348571777343,6.460269927978516,6.460269927978516,XGBoost,4
2025-07-01,Enbrel,TER-15,38,112201.84,1,2952.68,7,3,2025,1,0,49.0,33.0,59.0,42.66666666666666,8.504900548115376,4,14,39.619843,4,38,39.619843,0.0,90.89748001098627,-1.619842529296875,1.619842529296875,XGBoost,4
2025-08-01,Enbrel,TER-15,44,127512.13,3,2878.4300000000003,8,3,2025,4,0,38.0,46.0,62.0,44.333333333333336,5.6862407030773205,4,14,45.019062,4,44,45.019062,0.0,94.31640491485595,-1.0190620422363281,1.0190620422363281,XGBoost,4
2025-09-01,Enbrel,TER-15,61,174185.09,4,2834.745,9,3,2025,0,0,44.0,49.0,69.0,43.66666666666666,5.507570547286096,4,14,42.138393,4,61,42.138393,4.523322296142579,93.06166687011718,18.86160659790039,18.86160659790039,XGBoost,4
2025-10-01,Enbrel,TER-15,32,90257.41,3,2807.2333333333336,10,4,2025,2,0,61.0,38.0,33.0,47.66666666666666,11.930353445448851,4,14,43.550358,4,32,43.550358,0.0,99.17706985473627,-11.550357818603516,11.550357818603516,XGBoost,4
2025-11-01,Enbrel,TER-15,42,119041.27,3,2746.403333333333,11,4,2025,5,0,32.0,44.0,46.0,45.66666666666666,14.571661996262929,4,14,47.36409,4,42,47.36409,6.568589782714845,97.49193878173823,-5.3640899658203125,5.3640899658203125,XGBoost,4
2025-12-01,Enbrel,TER-15,50,141882.0,1,2837.64,12,4,2025,0,0,42.0,61.0,49.0,45.0,14.730919862656233,4,14,40.080563,4,50,40.080563,7.824379348754883,86.89965515136716,9.919437408447266,9.919437408447266,XGBoost,4
2025-05-01,Enbrel,TER-16,35,107710.75,1,3077.45,5,2,2025,3,0,42.0,49.0,30.0,44.0,4.358898943540677,4,15,39.458332,4,35,39.458332,1.6991287231445316,89.1116443634033,-4.458332061767578,4.458332061767578,XGBoost,4
2025-06-01,Enbrel,TER-16,66,177005.4,1,2681.9,6,2,2025,6,0,35.0,41.0,57.0,39.333333333333336,3.7859388972001873,4,15,45.108776,4,66,45.108776,5.724210357666017,105.34123001098625,20.891223907470703,20.891223907470703,XGBoost,4
2025-07-01,Enbrel,TER-16,24,64409.91,4,2712.8975,7,3,2025,1,0,66.0,42.0,64.0,47.66666666666666,16.258331197676267,4,15,41.802105,4,24,41.802105,0.0,86.50161437988274,-17.802104949951172,17.802104949951172,XGBoost,4
2025-08-01,Enbrel,TER-16,50,139644.48,2,2795.91,8,3,2025,4,0,24.0,35.0,49.0,41.66666666666666,21.779194965226186,4,15,43.692074,4,50,43.692074,5.913999938964845,100.86503143310544,6.307926177978516,6.307926177978516,XGBoost,4
2025-09-01,Enbrel,TER-16,44,128208.52,1,2913.83,9,3,2025,0,0,50.0,66.0,41.0,46.66666666666666,21.197484127446195,4,15,41.287907,4,44,41.287907,1.0062568664550788,92.50708389282227,2.7120933532714844,2.7120933532714844,XGBoost,4
2025-10-01,Enbrel,TER-16,58,158237.6,3,2740.14,10,4,2025,2,0,44.0,24.0,42.0,39.333333333333336,13.613718571108093,4,15,43.978523,4,58,43.978523,3.4686935424804695,101.6017364501953,14.021476745605469,14.021476745605469,XGBoost,4
2025-11-01,Enbrel,TER-16,38,103951.77,4,2788.4475,11,4,2025,5,0,58.0,50.0,35.0,50.66666666666666,7.023769168568493,4,15,47.619,4,38,47.619,5.975276565551758,108.39314002990723,-9.618999481201172,9.618999481201172,XGBoost,4
2025-12-01,Enbrel,TER-16,46,125402.78,3,2733.736666666666,12,4,2025,0,0,38.0,44.0,66.0,46.66666666666666,10.263202878893768,4,15,44.1794,4,46,44.1794,7.538875579833984,101.23284645080564,1.8205986022949219,1.8205986022949219,XGBoost,4
2025-05-01,Enbrel,TER-17,33,93287.7,1,2826.9,5,2,2025,3,0,51.0,37.0,51.0,52.66666666666666,16.56301099840646,4,16,43.382427,4,33,43.382427,3.361795806884766,95.64921264648429,-10.382427215576172,10.382427215576172,XGBoost,4
2025-06-01,Enbrel,TER-17,39,109493.67,1,2807.53,6,2,2025,6,0,33.0,70.0,35.0,51.333333333333336,18.50225211517056,4,16,48.970707,4,39,48.970707,4.173175811767578,101.94578857421875,-9.970706939697266,9.970706939697266,XGBoost,4
2025-07-01,Enbrel,TER-17,31,79993.33,1,2580.43,7,3,2025,1,0,39.0,51.0,47.0,41.0,9.165151389911689,4,16,37.057144,4,31,37.057144,0.0,89.60467987060545,-6.0571441650390625,6.0571441650390625,XGBoost,4
2025-08-01,Enbrel,TER-17,39,110992.06,2,2841.955,8,3,2025,4,0,31.0,33.0,37.0,34.333333333333336,4.16333199893228,4,16,35.304745,4,39,35.304745,0.0,90.71316146850586,3.6952552795410156,3.6952552795410156,XGBoost,4
2025-09-01,Enbrel,TER-17,45,117074.36,3,2659.093333333333,9,3,2025,0,0,39.0,39.0,70.0,36.333333333333336,4.618802153517018,4,16,41.700302,4,45,41.700302,0.0,101.0455371856689,3.2996978759765625,3.2996978759765625,XGBoost,4
2025-10-01,Enbrel,TER-17,58,157979.3,3,2783.316666666667,10,4,2025,2,0,45.0,31.0,51.0,38.333333333333336,7.0237691685685,4,16,41.852722,4,58,41.852722,0.0,89.75018005371092,16.14727783203125,16.14727783203125,XGBoost,4
2025-11-01,Enbrel,TER-17,33,91372.01,4,2746.245,11,4,2025,5,0,58.0,39.0,33.0,47.333333333333336,9.712534856222314,4,16,45.1989,4,33,45.1989,5.172695922851563,99.60834236145017,-12.198898315429688,12.198898315429688,XGBoost,4
2025-12-01,Enbrel,TER-17,30,87123.63,4,2878.71,12,4,2025,0,0,33.0,45.0,39.0,45.333333333333336,12.503332889007371,4,16,37.59671,4,30,37.59671,1.3373607635498055,95.96610336303705,-7.596710205078125,7.596710205078125,XGBoost,4
2025-05-01,Enbrel,TER-18,36,101909.25,4,2789.06,5,2,2025,3,0,50.0,50.0,37.0,54.66666666666666,8.082903768654765,4,17,40.461323,4,36,40.461323,3.260666275024416,83.12400932312006,-4.461322784423828,4.461322784423828,XGBoost,4
2025-06-01,Enbrel,TER-18,50,132986.8,4,2713.5075,6,2,2025,6,0,36.0,64.0,49.0,50.0,14.000000000000002,4,17,45.187458,4,50,45.187458,4.997783660888674,97.05848159790038,4.812541961669922,4.812541961669922,XGBoost,4
2025-07-01,Enbrel,TER-18,29,78450.8,1,2705.2,7,3,2025,1,0,50.0,50.0,57.0,45.333333333333336,8.082903768654765,4,17,39.15117,4,29,39.15117,0.0,93.54406757354737,-10.151168823242188,10.151168823242188,XGBoost,4
2025-08-01,Enbrel,TER-18,29,81507.41,4,2712.22,8,3,2025,4,0,29.0,36.0,50.0,38.333333333333336,10.69267662156363,4,17,39.587826,4,29,39.587826,4.16200866699219,96.5200988769531,-10.587825775146484,10.587825775146484,XGBoost,4
2025-09-01,Enbrel,TER-18,39,113931.87,1,2921.33,9,3,2025,0,0,29.0,50.0,64.0,36.0,12.124355652982144,4,17,43.93099,4,39,43.93099,3.9193550109863335,101.0845260620117,-4.930988311767578,4.930988311767578,XGBoost,4
2025-10-01,Enbrel,TER-18,43,123341.16,3,2783.4,10,4,2025,2,0,39.0,29.0,50.0,32.333333333333336,5.773502691896262,4,17,40.014507,4,43,40.014507,0.0,92.81857643127441,2.985492706298828,2.985492706298828,XGBoost,4
2025-11-01,Enbrel,TER-18,36,89820.0,1,2495.0,11,4,2025,5,0,43.0,29.0,36.0,37.0,7.211102550927982,4,17,47.06694,4,36,47.06694,8.13052215576172,97.85258903503416,-11.066940307617188,11.066940307617188,XGBoost,4
2025-12-01,Enbrel,TER-18,46,120149.7,1,2611.95,12,4,2025,0,0,36.0,39.0,50.0,39.333333333333336,3.511884584284253,4,17,37.570183,4,46,37.570183,1.0156028747558596,92.01125717163083,8.429817199707031,8.429817199707031,XGBoost,4
2025-05-01,Enbrel,TER-19,41,111164.03,3,2841.82,5,2,2025,3,0,28.0,32.0,30.0,40.66666666666666,18.583146486355144,4,18,34.86089,4,41,34.86089,0.0,90.42410659790039,6.139110565185547,6.139110565185547,XGBoost,4
2025-06-01,Enbrel,TER-19,39,105219.5,2,2684.99,6,2,2025,6,0,41.0,62.0,47.0,43.66666666666666,17.156145643277036,4,18,45.37537,4,39,45.37537,4.132169342041017,98.45135917663565,-6.375370025634766,6.375370025634766,XGBoost,4
2025-07-01,Enbrel,TER-19,39,103322.49,2,2711.36,7,3,2025,1,0,39.0,28.0,37.0,36.0,7.000000000000006,4,18,33.254044,4,39,33.254044,0.0,87.06367301940917,5.7459564208984375,5.7459564208984375,XGBoost,4
2025-08-01,Enbrel,TER-19,27,75235.25,2,2725.645,8,3,2025,4,0,39.0,41.0,32.0,39.66666666666666,1.1547005383793305,4,18,34.256115,4,27,34.256115,0.0,85.44866943359375,-7.256114959716797,7.256114959716797,XGBoost,4
2025-09-01,Enbrel,TER-19,30,84897.86,2,2855.915,9,3,2025,0,0,27.0,39.0,62.0,35.0,6.928203230275514,4,18,43.806114,4,30,43.806114,0.0,95.75789909362786,-13.806114196777344,13.806114196777344,XGBoost,4
2025-10-01,Enbrel,TER-19,49,140571.69,1,2868.81,10,4,2025,2,0,30.0,39.0,28.0,32.0,6.244997998398397,4,18,37.90577,4,49,37.90577,0.0,89.63157272338867,11.094230651855469,11.094230651855469,XGBoost,4
2025-11-01,Enbrel,TER-19,50,147384.1,2,2946.035,11,4,2025,5,0,49.0,27.0,41.0,35.333333333333336,11.930353445448858,4,18,40.24955,4,50,40.24955,3.953616714477542,95.83262157440184,9.750450134277344,9.750450134277344,XGBoost,4
2025-12-01,Enbrel,TER-19,31,84912.23000000001,4,2712.355,12,4,2025,0,0,50.0,30.0,39.0,43.0,11.269427669584658,4,18,34.922314,4,31,34.922314,0.0,88.42383556365962,-3.922313690185547,3.922313690185547,XGBoost,4
2025-05-01,Enbrel,TER-20,44,127960.8,1,2908.2,5,2,2025,3,0,30.0,46.0,38.0,37.0,8.185352771872454,4,19,37.28206,4,44,37.28206,0.0,95.43190612792968,6.7179412841796875,6.7179412841796875,XGBoost,4
2025-06-01,Enbrel,TER-20,50,137500.5,1,2750.01,6,2,2025,6,0,44.0,35.0,54.0,36.333333333333336,7.094598884597591,4,19,43.048473,4,50,43.048473,6.851630020141602,94.24234085083008,6.951526641845703,6.951526641845703,XGBoost,4
2025-07-01,Enbrel,TER-20,32,95724.91,2,2989.635,7,3,2025,1,0,50.0,30.0,53.0,41.333333333333336,10.26320287889377,4,19,36.209312,4,32,36.209312,0.0,83.97777137756341,-4.209312438964844,4.209312438964844,XGBoost,4
2025-08-01,Enbrel,TER-20,29,80056.93,2,2753.735,8,3,2025,4,0,32.0,44.0,46.0,42.0,9.16515138991168,4,19,38.780254,4,29,38.780254,1.6761859893798863,88.9119819641113,-9.780254364013672,9.780254364013672,XGBoost,4
2025-09-01,Enbrel,TER-20,34,94242.3,4,2805.385,9,3,2025,0,0,29.0,50.0,35.0,37.0,11.357816691600547,4,19,36.23323,4,34,36.23323,0.0,87.53657417297362,-2.2332305908203125,2.2332305908203125,XGBoost,4
